계약날짜,강남구,강동구,강북구,강서구,관악구,광진구,구로구,금천구,노원구,도봉구,동대문,동작구,마포구,서대문,서초구,성동구,성북구,송파구,양천구,영등포,용산구,은평구,종로구,중구 ,중랑구,합계
20120525,4.0,9.0,0.0,7.0,4.0,4.0,3.0,3.0,7.0,9.0,6.0,6.0,7.0,4.0,3.0,5.0,7.0,10.0,8.0,5.0,3.0,1.0,0.0,2.0,8.0,125.0
20120526,3.0,4.0,2.0,3.0,3.0,3.0,9.0,2.0,17.0,10.0,4.0,2.0,4.0,3.0,4.0,3.0,8.0,10.0,5.0,4.0,0.0,3.0,0.0,0.0,3.0,109.0
20120527,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,18.0
20120528,2.0,5.0,1.0,4.0,3.0,1.0,1.0,3.0,13.0,7.0,4.0,2.0,2.0,0.0,0.0,3.0,1.0,5.0,5.0,4.0,3.0,2.0,1.0,0.0,1.0,73.0
20120529,9.0,10.0,3.0,6.0,3.0,1.0,2.0,2.0,10.0,11.0,9.0,1.0,7.0,4.0,9.0,5.0,3.0,5.0,8.0,6.0,1.0,1.0,3.0,1.0,2.0,122.0
20120530,5.0,12.0,3.0,9.0,5.0,1.0,3.0,5.0,9.0,7.0,8.0,4.0,3.0,2.0,8.0,2.0,5.0,11.0,4.0,6.0,3.0,2.0,2.0,1.0,3.0,123.0
20120531,9.0,9.0,2.0,4.0,3.0,1.0,2.0,1.0,9.0,7.0,7.0,1.0,1.0,3.0,3.0,1.0,3.0,11.0,6.0,5.0,1.0,5.0,2.0,3.0,1.0,100.0
20120601,12.0,7.0,1.0,4.0,3.0,2.0,3.0,2.0,14.0,7.0,6.0,3.0,3.0,2.0,7.0,3.0,4.0,11.0,2.0,5.0,1.0,0.0,4.0,2.0,5.0,113.0
20120602,8.0,3.0,3.0,8.0,1.0,3.0,6.0,1.0,14.0,4.0,7.0,6.0,9.0,4.0,6.0,2.0,4.0,10.0,5.0,1.0,0.0,3.0,0.0,0.0,2.0,110.0
20120603,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,4.0,0.0,3.0,4.0,7.0,4.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,39.0
20120604,8.0,2.0,1.0,5.0,7.0,3.0,2.0,0.0,9.0,4.0,6.0,4.0,3.0,3.0,5.0,1.0,5.0,9.0,3.0,3.0,0.0,4.0,2.0,3.0,4.0,96.0
20120605,7.0,6.0,4.0,5.0,6.0,1.0,3.0,2.0,19.0,4.0,4.0,1.0,2.0,6.0,5.0,2.0,11.0,9.0,4.0,0.0,3.0,4.0,1.0,2.0,1.0,112.0
20120606,5.0,4.0,4.0,2.0,5.0,1.0,8.0,1.0,18.0,7.0,7.0,4.0,3.0,0.0,2.0,3.0,9.0,7.0,5.0,5.0,2.0,5.0,1.0,0.0,7.0,115.0
20120607,7.0,3.0,4.0,6.0,4.0,7.0,7.0,1.0,9.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,6.0,9.0,8.0,1.0,0.0,6.0,3.0,1.0,8.0,104.0
20120608,7.0,6.0,3.0,4.0,0.0,4.0,3.0,1.0,9.0,6.0,4.0,1.0,6.0,1.0,3.0,3.0,3.0,9.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,90.0
20120609,5.0,2.0,4.0,7.0,4.0,2.0,2.0,3.0,11.0,1.0,4.0,3.0,5.0,2.0,2.0,3.0,4.0,15.0,3.0,5.0,2.0,3.0,0.0,3.0,3.0,98.0
20120610,2.0,1.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,5.0,1.0,4.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,36.0
20120611,4.0,8.0,4.0,9.0,3.0,1.0,7.0,3.0,17.0,4.0,4.0,5.0,6.0,3.0,4.0,4.0,3.0,2.0,6.0,2.0,2.0,3.0,2.0,0.0,8.0,114.0
20120612,9.0,9.0,1.0,5.0,2.0,1.0,2.0,1.0,13.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,7.0,6.0,3.0,2.0,4.0,2.0,1.0,3.0,92.0
20120613,7.0,8.0,1.0,1.0,3.0,5.0,8.0,0.0,8.0,3.0,21.0,2.0,1.0,1.0,4.0,3.0,11.0,14.0,2.0,4.0,2.0,4.0,2.0,0.0,2.0,117.0
20120614,5.0,4.0,3.0,2.0,2.0,3.0,8.0,2.0,8.0,7.0,3.0,2.0,3.0,1.0,3.0,0.0,8.0,8.0,2.0,1.0,2.0,4.0,1.0,1.0,3.0,86.0
20120615,7.0,3.0,0.0,7.0,2.0,0.0,3.0,1.0,6.0,3.0,7.0,5.0,2.0,2.0,4.0,3.0,9.0,10.0,4.0,5.0,1.0,1.0,1.0,1.0,5.0,92.0
20120616,3.0,4.0,1.0,7.0,2.0,2.0,6.0,2.0,7.0,5.0,3.0,2.0,0.0,3.0,5.0,2.0,2.0,14.0,6.0,4.0,0.0,1.0,2.0,2.0,5.0,90.0
20120617,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
20120618,15.0,10.0,1.0,4.0,4.0,2.0,6.0,1.0,11.0,5.0,4.0,1.0,3.0,1.0,2.0,1.0,8.0,4.0,2.0,5.0,1.0,2.0,0.0,0.0,11.0,104.0
20120619,3.0,7.0,2.0,4.0,4.0,1.0,3.0,4.0,22.0,5.0,4.0,3.0,1.0,3.0,1.0,4.0,2.0,11.0,8.0,9.0,2.0,2.0,1.0,0.0,4.0,110.0
20120620,6.0,2.0,3.0,5.0,2.0,1.0,7.0,4.0,9.0,5.0,5.0,1.0,0.0,1.0,10.0,3.0,8.0,7.0,3.0,3.0,0.0,6.0,1.0,2.0,2.0,96.0
20120621,7.0,4.0,1.0,3.0,2.0,2.0,3.0,3.0,9.0,9.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,12.0,2.0,4.0,5.0,2.0,1.0,1.0,3.0,86.0
20120622,8.0,1.0,2.0,1.0,2.0,0.0,3.0,0.0,7.0,2.0,0.0,4.0,1.0,3.0,2.0,0.0,4.0,10.0,4.0,2.0,5.0,3.0,2.0,2.0,2.0,70.0
20120623,4.0,2.0,1.0,3.0,2.0,2.0,6.0,2.0,10.0,7.0,2.0,4.0,3.0,2.0,1.0,0.0,5.0,8.0,4.0,2.0,3.0,3.0,0.0,0.0,5.0,81.0
20120624,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,15.0
20120625,3.0,6.0,2.0,6.0,1.0,4.0,4.0,1.0,13.0,5.0,2.0,6.0,2.0,1.0,5.0,2.0,3.0,7.0,6.0,4.0,3.0,6.0,0.0,0.0,4.0,96.0
20120626,3.0,4.0,1.0,4.0,4.0,3.0,5.0,0.0,17.0,5.0,0.0,2.0,1.0,1.0,3.0,0.0,3.0,4.0,4.0,2.0,1.0,2.0,0.0,0.0,3.0,72.0
20120627,5.0,2.0,4.0,1.0,5.0,4.0,3.0,2.0,7.0,2.0,2.0,2.0,5.0,4.0,4.0,2.0,6.0,8.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,77.0
20120628,3.0,7.0,1.0,7.0,2.0,0.0,2.0,0.0,6.0,3.0,4.0,2.0,3.0,1.0,3.0,4.0,3.0,6.0,4.0,6.0,0.0,3.0,0.0,1.0,2.0,73.0
20120629,0.0,6.0,5.0,6.0,2.0,0.0,0.0,1.0,8.0,5.0,2.0,1.0,2.0,3.0,21.0,4.0,3.0,7.0,2.0,6.0,1.0,4.0,0.0,0.0,1.0,90.0
20120630,7.0,8.0,1.0,8.0,1.0,0.0,3.0,1.0,8.0,5.0,2.0,5.0,3.0,4.0,3.0,2.0,5.0,4.0,2.0,7.0,0.0,3.0,0.0,0.0,2.0,84.0
20120701,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,18.0
20120702,4.0,4.0,5.0,2.0,1.0,2.0,2.0,1.0,10.0,3.0,1.0,2.0,7.0,2.0,4.0,1.0,1.0,4.0,8.0,3.0,2.0,4.0,6.0,5.0,4.0,88.0
20120703,3.0,6.0,1.0,1.0,3.0,4.0,3.0,2.0,9.0,7.0,0.0,3.0,0.0,3.0,5.0,0.0,2.0,10.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,79.0
20120704,3.0,6.0,4.0,5.0,3.0,4.0,3.0,3.0,12.0,9.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,5.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,85.0
20120705,13.0,5.0,1.0,5.0,4.0,1.0,4.0,2.0,6.0,3.0,6.0,1.0,4.0,0.0,5.0,1.0,4.0,3.0,6.0,3.0,2.0,3.0,1.0,2.0,4.0,89.0
20120706,7.0,1.0,3.0,3.0,2.0,0.0,1.0,1.0,6.0,4.0,1.0,1.0,2.0,1.0,6.0,4.0,7.0,6.0,1.0,3.0,3.0,6.0,1.0,0.0,4.0,74.0
20120707,6.0,7.0,4.0,4.0,4.0,3.0,5.0,2.0,14.0,6.0,1.0,1.0,3.0,1.0,2.0,3.0,9.0,4.0,5.0,2.0,1.0,3.0,1.0,1.0,2.0,94.0
20120708,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0
20120709,4.0,5.0,1.0,4.0,3.0,1.0,6.0,1.0,16.0,6.0,1.0,2.0,4.0,3.0,2.0,4.0,3.0,7.0,4.0,6.0,4.0,5.0,1.0,0.0,4.0,97.0
20120710,6.0,10.0,6.0,3.0,4.0,0.0,3.0,0.0,8.0,1.0,2.0,1.0,2.0,2.0,6.0,2.0,10.0,12.0,3.0,5.0,1.0,3.0,0.0,1.0,5.0,96.0
20120711,2.0,3.0,4.0,3.0,7.0,4.0,2.0,1.0,9.0,4.0,4.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,3.0,0.0,4.0,2.0,1.0,3.0,75.0
20120712,1.0,4.0,3.0,5.0,5.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0,5.0,3.0,7.0,6.0,1.0,0.0,0.0,2.0,2.0,5.0,3.0,69.0
20120713,3.0,3.0,1.0,3.0,3.0,1.0,3.0,0.0,9.0,6.0,4.0,4.0,3.0,5.0,1.0,3.0,4.0,5.0,5.0,2.0,0.0,3.0,0.0,6.0,2.0,79.0
20120714,6.0,1.0,3.0,4.0,3.0,0.0,1.0,4.0,12.0,4.0,2.0,2.0,6.0,0.0,1.0,0.0,7.0,9.0,5.0,6.0,1.0,2.0,2.0,2.0,5.0,88.0
20120715,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,19.0
20120716,5.0,8.0,4.0,6.0,4.0,3.0,2.0,2.0,9.0,5.0,3.0,8.0,6.0,4.0,5.0,2.0,5.0,6.0,4.0,5.0,1.0,3.0,4.0,6.0,2.0,112.0
20120717,3.0,7.0,1.0,3.0,6.0,0.0,2.0,2.0,12.0,7.0,3.0,4.0,5.0,2.0,3.0,1.0,4.0,5.0,4.0,4.0,0.0,1.0,1.0,1.0,2.0,83.0
20120718,5.0,3.0,0.0,9.0,2.0,0.0,2.0,2.0,9.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,5.0,8.0,7.0,2.0,2.0,1.0,2.0,0.0,4.0,80.0
20120719,6.0,3.0,0.0,4.0,2.0,1.0,6.0,1.0,12.0,3.0,2.0,0.0,4.0,1.0,2.0,2.0,4.0,4.0,5.0,0.0,1.0,3.0,4.0,1.0,3.0,74.0
20120720,5.0,0.0,1.0,1.0,4.0,1.0,4.0,1.0,7.0,6.0,4.0,5.0,5.0,3.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,0.0,2.0,74.0
20120721,1.0,11.0,2.0,3.0,3.0,0.0,4.0,3.0,5.0,7.0,3.0,2.0,0.0,2.0,5.0,0.0,6.0,8.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,80.0
20120722,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,13.0
20120723,10.0,4.0,3.0,2.0,6.0,1.0,4.0,1.0,6.0,3.0,3.0,6.0,4.0,6.0,3.0,0.0,2.0,8.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,80.0
20120724,5.0,5.0,2.0,3.0,3.0,1.0,2.0,1.0,8.0,7.0,2.0,1.0,2.0,1.0,3.0,2.0,4.0,4.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,70.0
20120725,2.0,2.0,1.0,4.0,3.0,4.0,3.0,2.0,12.0,7.0,1.0,5.0,3.0,2.0,2.0,2.0,3.0,6.0,2.0,2.0,4.0,2.0,1.0,0.0,3.0,78.0
20120726,9.0,4.0,3.0,2.0,2.0,0.0,3.0,1.0,7.0,3.0,1.0,2.0,5.0,2.0,1.0,3.0,1.0,7.0,4.0,3.0,0.0,2.0,1.0,3.0,2.0,71.0
20120727,2.0,4.0,0.0,2.0,1.0,2.0,2.0,0.0,9.0,8.0,2.0,5.0,3.0,0.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,62.0
20120728,6.0,3.0,0.0,0.0,8.0,1.0,0.0,0.0,10.0,5.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,6.0,1.0,4.0,4.0,1.0,0.0,2.0,1.0,66.0
20120729,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
20120730,4.0,1.0,0.0,5.0,1.0,1.0,2.0,0.0,6.0,5.0,3.0,1.0,5.0,2.0,3.0,2.0,3.0,10.0,3.0,4.0,1.0,3.0,2.0,1.0,0.0,68.0
20120731,5.0,3.0,3.0,1.0,6.0,2.0,2.0,0.0,8.0,3.0,0.0,2.0,1.0,3.0,3.0,1.0,1.0,7.0,6.0,1.0,1.0,4.0,0.0,2.0,0.0,65.0
20120801,7.0,4.0,0.0,2.0,2.0,1.0,5.0,1.0,13.0,5.0,5.0,3.0,4.0,2.0,4.0,3.0,5.0,2.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,84.0
20120802,3.0,4.0,4.0,2.0,6.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,3.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,42.0
20120803,2.0,3.0,2.0,1.0,2.0,2.0,12.0,2.0,0.0,1.0,1.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,45.0
20120804,3.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,4.0,0.0,1.0,2.0,42.0
20120805,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
20120806,2.0,2.0,1.0,6.0,1.0,0.0,0.0,0.0,9.0,5.0,2.0,5.0,3.0,1.0,0.0,6.0,3.0,4.0,3.0,3.0,3.0,5.0,1.0,1.0,0.0,66.0
20120807,3.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,9.0,7.0,4.0,4.0,3.0,0.0,0.0,0.0,2.0,7.0,2.0,1.0,0.0,3.0,1.0,0.0,2.0,63.0
20120808,10.0,4.0,2.0,6.0,2.0,1.0,6.0,0.0,6.0,6.0,1.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,3.0,0.0,2.0,4.0,71.0
20120809,1.0,7.0,2.0,5.0,8.0,3.0,4.0,1.0,8.0,5.0,2.0,7.0,2.0,2.0,1.0,2.0,4.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,75.0
20120810,3.0,3.0,3.0,5.0,8.0,2.0,1.0,3.0,7.0,4.0,4.0,2.0,2.0,5.0,0.0,1.0,1.0,10.0,4.0,0.0,2.0,3.0,0.0,0.0,3.0,76.0
20120811,4.0,3.0,1.0,2.0,0.0,1.0,2.0,1.0,7.0,3.0,1.0,6.0,0.0,1.0,2.0,0.0,6.0,12.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,60.0
20120812,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,14.0
20120813,4.0,8.0,1.0,7.0,6.0,0.0,5.0,2.0,8.0,5.0,2.0,4.0,3.0,3.0,5.0,1.0,6.0,6.0,5.0,6.0,2.0,5.0,0.0,2.0,2.0,98.0
20120814,5.0,5.0,3.0,7.0,4.0,1.0,3.0,1.0,11.0,3.0,0.0,5.0,3.0,3.0,5.0,3.0,5.0,8.0,4.0,0.0,3.0,1.0,1.0,2.0,2.0,88.0
20120815,1.0,6.0,1.0,4.0,1.0,1.0,2.0,0.0,10.0,5.0,0.0,2.0,3.0,2.0,1.0,2.0,3.0,8.0,4.0,5.0,0.0,2.0,0.0,1.0,3.0,67.0
20120816,1.0,6.0,5.0,1.0,1.0,3.0,4.0,0.0,9.0,7.0,6.0,5.0,0.0,2.0,2.0,3.0,4.0,9.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,84.0
20120817,9.0,8.0,2.0,5.0,3.0,1.0,0.0,3.0,7.0,3.0,4.0,2.0,3.0,1.0,1.0,4.0,3.0,10.0,2.0,1.0,1.0,5.0,1.0,4.0,2.0,85.0
20120818,5.0,6.0,1.0,4.0,7.0,3.0,3.0,0.0,11.0,4.0,2.0,4.0,0.0,1.0,2.0,2.0,9.0,9.0,5.0,9.0,2.0,1.0,1.0,0.0,5.0,96.0
20120819,1.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0
20120820,6.0,6.0,3.0,3.0,4.0,5.0,5.0,4.0,14.0,7.0,3.0,3.0,2.0,3.0,2.0,4.0,9.0,9.0,10.0,5.0,1.0,3.0,0.0,2.0,1.0,114.0
20120821,6.0,1.0,1.0,6.0,1.0,4.0,1.0,2.0,10.0,5.0,4.0,2.0,3.0,3.0,1.0,3.0,8.0,5.0,3.0,7.0,0.0,3.0,0.0,1.0,1.0,81.0
20120822,1.0,9.0,3.0,4.0,3.0,1.0,5.0,2.0,8.0,5.0,3.0,2.0,5.0,1.0,5.0,2.0,8.0,8.0,3.0,2.0,0.0,4.0,1.0,1.0,1.0,87.0
20120823,6.0,3.0,0.0,1.0,2.0,1.0,3.0,2.0,6.0,7.0,1.0,1.0,7.0,3.0,6.0,0.0,4.0,7.0,3.0,1.0,0.0,4.0,3.0,1.0,4.0,76.0
20120824,8.0,7.0,3.0,5.0,0.0,0.0,4.0,1.0,11.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,6.0,11.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,81.0
20120825,3.0,6.0,3.0,8.0,3.0,3.0,6.0,3.0,12.0,3.0,2.0,0.0,2.0,2.0,0.0,3.0,5.0,13.0,8.0,3.0,2.0,4.0,0.0,2.0,6.0,102.0
20120826,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,23.0
20120827,7.0,12.0,2.0,7.0,3.0,1.0,5.0,2.0,16.0,5.0,4.0,0.0,3.0,2.0,5.0,5.0,10.0,6.0,1.0,2.0,2.0,2.0,0.0,2.0,5.0,109.0
20120828,6.0,4.0,2.0,1.0,3.0,0.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,1.0,1.0,3.0,1.0,2.0,0.0,66.0
20120829,7.0,2.0,1.0,5.0,6.0,1.0,3.0,1.0,10.0,8.0,7.0,6.0,2.0,1.0,6.0,7.0,2.0,10.0,2.0,2.0,2.0,2.0,0.0,0.0,3.0,96.0
20120830,8.0,5.0,0.0,6.0,3.0,1.0,5.0,3.0,15.0,3.0,3.0,6.0,4.0,2.0,2.0,4.0,4.0,14.0,5.0,1.0,1.0,3.0,0.0,2.0,2.0,102.0
20120831,9.0,4.0,4.0,5.0,1.0,2.0,6.0,1.0,10.0,6.0,2.0,1.0,4.0,2.0,6.0,2.0,5.0,5.0,9.0,8.0,5.0,2.0,1.0,0.0,4.0,104.0
20120901,9.0,2.0,2.0,7.0,7.0,4.0,13.0,3.0,16.0,11.0,1.0,1.0,5.0,3.0,3.0,0.0,9.0,14.0,5.0,9.0,1.0,1.0,1.0,0.0,2.0,129.0
20120902,0.0,1.0,3.0,1.0,3.0,0.0,1.0,2.0,2.0,0.0,3.0,2.0,4.0,1.0,2.0,1.0,5.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,39.0
20120903,10.0,9.0,2.0,8.0,8.0,1.0,11.0,2.0,13.0,6.0,6.0,6.0,4.0,4.0,4.0,5.0,10.0,16.0,12.0,1.0,2.0,3.0,2.0,2.0,5.0,152.0
20120904,8.0,9.0,2.0,3.0,2.0,2.0,2.0,1.0,14.0,8.0,1.0,5.0,4.0,1.0,4.0,1.0,6.0,11.0,8.0,8.0,1.0,5.0,0.0,0.0,6.0,112.0
20120905,5.0,11.0,2.0,4.0,4.0,3.0,2.0,2.0,21.0,7.0,3.0,7.0,4.0,5.0,2.0,6.0,4.0,12.0,9.0,5.0,0.0,4.0,0.0,1.0,3.0,126.0
20120906,11.0,6.0,1.0,3.0,2.0,4.0,1.0,2.0,12.0,9.0,4.0,4.0,3.0,4.0,6.0,2.0,3.0,14.0,7.0,3.0,3.0,9.0,2.0,0.0,2.0,117.0
20120907,8.0,7.0,1.0,6.0,1.0,3.0,6.0,1.0,19.0,6.0,6.0,3.0,2.0,6.0,3.0,3.0,7.0,4.0,11.0,2.0,0.0,3.0,1.0,0.0,5.0,114.0
20120908,5.0,9.0,4.0,4.0,2.0,3.0,5.0,2.0,19.0,2.0,9.0,5.0,1.0,1.0,1.0,2.0,5.0,16.0,10.0,6.0,5.0,4.0,0.0,3.0,3.0,126.0
20120909,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,4.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,21.0
20120910,4.0,12.0,2.0,5.0,6.0,2.0,5.0,3.0,11.0,6.0,8.0,5.0,4.0,4.0,5.0,7.0,7.0,13.0,10.0,4.0,0.0,5.0,3.0,2.0,5.0,138.0
20120911,7.0,9.0,4.0,5.0,5.0,1.0,4.0,3.0,18.0,10.0,6.0,3.0,4.0,2.0,2.0,2.0,7.0,8.0,5.0,3.0,1.0,4.0,1.0,1.0,5.0,120.0
20120912,10.0,11.0,3.0,8.0,5.0,2.0,3.0,3.0,10.0,3.0,4.0,2.0,1.0,3.0,6.0,1.0,3.0,15.0,6.0,3.0,1.0,1.0,3.0,0.0,7.0,114.0
20120913,8.0,12.0,5.0,6.0,10.0,4.0,4.0,5.0,14.0,6.0,7.0,3.0,2.0,1.0,8.0,0.0,6.0,21.0,2.0,4.0,2.0,4.0,1.0,3.0,4.0,142.0
20120914,9.0,13.0,2.0,2.0,10.0,4.0,6.0,1.0,14.0,4.0,5.0,3.0,3.0,7.0,6.0,4.0,10.0,13.0,10.0,5.0,1.0,4.0,0.0,0.0,4.0,140.0
20120915,4.0,14.0,2.0,11.0,6.0,2.0,7.0,2.0,18.0,9.0,2.0,10.0,2.0,6.0,7.0,5.0,9.0,13.0,5.0,5.0,1.0,7.0,1.0,0.0,5.0,153.0
20120916,6.0,2.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,32.0
20120917,8.0,6.0,3.0,6.0,2.0,4.0,11.0,2.0,14.0,6.0,4.0,5.0,2.0,2.0,4.0,0.0,5.0,15.0,6.0,3.0,2.0,3.0,0.0,0.0,1.0,114.0
20120918,5.0,7.0,1.0,11.0,3.0,4.0,5.0,1.0,14.0,7.0,9.0,3.0,63.0,1.0,5.0,1.0,13.0,16.0,11.0,10.0,2.0,4.0,0.0,0.0,2.0,198.0
20120919,3.0,11.0,2.0,8.0,2.0,2.0,4.0,1.0,19.0,10.0,5.0,0.0,3.0,1.0,6.0,5.0,10.0,16.0,5.0,2.0,2.0,6.0,2.0,1.0,5.0,131.0
20120920,10.0,7.0,1.0,10.0,3.0,3.0,2.0,3.0,10.0,6.0,4.0,4.0,7.0,3.0,7.0,6.0,4.0,17.0,4.0,7.0,1.0,8.0,0.0,0.0,8.0,135.0
20120921,16.0,5.0,0.0,9.0,3.0,4.0,4.0,1.0,20.0,4.0,4.0,2.0,2.0,1.0,6.0,5.0,5.0,20.0,6.0,4.0,1.0,3.0,0.0,2.0,3.0,130.0
20120922,11.0,14.0,2.0,6.0,5.0,2.0,7.0,1.0,26.0,8.0,4.0,4.0,1.0,3.0,2.0,6.0,9.0,12.0,7.0,6.0,1.0,6.0,1.0,1.0,0.0,145.0
20120923,3.0,0.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,5.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,40.0
20120924,13.0,4.0,3.0,5.0,8.0,2.0,10.0,4.0,18.0,7.0,4.0,7.0,3.0,2.0,7.0,4.0,4.0,19.0,8.0,4.0,3.0,4.0,1.0,1.0,3.0,148.0
20120925,6.0,5.0,4.0,6.0,6.0,3.0,4.0,1.0,11.0,9.0,4.0,3.0,3.0,2.0,7.0,7.0,5.0,10.0,10.0,6.0,3.0,3.0,0.0,1.0,2.0,121.0
20120926,7.0,14.0,2.0,11.0,4.0,1.0,5.0,3.0,13.0,7.0,7.0,8.0,4.0,1.0,8.0,4.0,5.0,14.0,5.0,11.0,0.0,6.0,1.0,2.0,8.0,151.0
20120927,13.0,4.0,1.0,8.0,4.0,4.0,3.0,4.0,17.0,7.0,1.0,3.0,6.0,4.0,8.0,3.0,5.0,24.0,5.0,8.0,3.0,6.0,0.0,1.0,11.0,153.0
20120928,5.0,9.0,7.0,7.0,1.0,3.0,6.0,3.0,7.0,4.0,4.0,6.0,3.0,2.0,5.0,2.0,10.0,15.0,8.0,5.0,4.0,4.0,1.0,4.0,4.0,129.0
20120929,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,13.0
