계약날짜,강남구,강동구,강북구,강서구,관악구,광진구,구로구,금천구,노원구,도봉구,동대문,동작구,마포구,서대문,서초구,성동구,성북구,송파구,양천구,영등포,용산구,은평구,종로구,중구 ,중랑구,합계
20060505,10.0,10.0,4.0,21.0,16.0,9.0,17.0,3.0,34.0,19.0,3.0,12.0,13.0,2.0,7.0,12.0,6.0,13.0,15.0,8.0,8.0,1.0,1.0,3.0,15.0,262.0
20060506,22.0,31.0,5.0,18.0,8.0,8.0,16.0,3.0,29.0,10.0,6.0,11.0,9.0,7.0,10.0,8.0,4.0,18.0,17.0,12.0,11.0,2.0,0.0,0.0,6.0,271.0
20060507,5.0,2.0,0.0,7.0,7.0,0.0,13.0,3.0,6.0,2.0,1.0,1.0,5.0,4.0,2.0,2.0,3.0,6.0,8.0,4.0,1.0,1.0,1.0,0.0,7.0,91.0
20060508,29.0,22.0,6.0,21.0,15.0,12.0,18.0,2.0,30.0,19.0,11.0,6.0,10.0,8.0,17.0,23.0,17.0,26.0,22.0,19.0,27.0,4.0,1.0,1.0,5.0,371.0
20060509,16.0,13.0,8.0,25.0,15.0,11.0,17.0,7.0,36.0,21.0,9.0,9.0,15.0,8.0,23.0,19.0,12.0,12.0,18.0,19.0,13.0,6.0,3.0,1.0,13.0,349.0
20060510,29.0,25.0,9.0,32.0,14.0,14.0,25.0,4.0,58.0,12.0,20.0,13.0,12.0,13.0,20.0,18.0,15.0,18.0,27.0,21.0,12.0,9.0,2.0,2.0,11.0,435.0
20060511,23.0,13.0,6.0,11.0,9.0,18.0,16.0,7.0,29.0,6.0,9.0,14.0,12.0,6.0,19.0,13.0,13.0,13.0,16.0,17.0,8.0,6.0,1.0,3.0,5.0,293.0
20060512,17.0,20.0,11.0,29.0,14.0,10.0,15.0,5.0,39.0,10.0,8.0,13.0,9.0,13.0,19.0,10.0,11.0,21.0,15.0,15.0,2.0,8.0,3.0,2.0,7.0,326.0
20060513,14.0,22.0,12.0,38.0,20.0,8.0,23.0,6.0,43.0,18.0,11.0,13.0,10.0,2.0,9.0,16.0,12.0,22.0,22.0,11.0,9.0,8.0,1.0,2.0,8.0,360.0
20060514,0.0,5.0,2.0,4.0,9.0,1.0,11.0,5.0,8.0,2.0,3.0,8.0,3.0,6.0,4.0,3.0,2.0,6.0,11.0,3.0,3.0,0.0,0.0,0.0,2.0,101.0
20060515,28.0,25.0,15.0,39.0,23.0,25.0,28.0,11.0,43.0,21.0,14.0,17.0,10.0,8.0,16.0,16.0,19.0,22.0,19.0,29.0,10.0,7.0,4.0,4.0,12.0,465.0
20060516,13.0,21.0,3.0,28.0,17.0,6.0,22.0,8.0,37.0,14.0,11.0,15.0,12.0,9.0,15.0,14.0,14.0,16.0,16.0,12.0,10.0,3.0,2.0,2.0,8.0,328.0
20060517,13.0,20.0,3.0,17.0,13.0,9.0,16.0,7.0,23.0,15.0,6.0,13.0,13.0,9.0,8.0,13.0,11.0,19.0,9.0,14.0,8.0,3.0,3.0,2.0,9.0,276.0
20060518,15.0,10.0,4.0,13.0,13.0,11.0,19.0,3.0,24.0,12.0,6.0,10.0,10.0,7.0,5.0,9.0,17.0,14.0,12.0,11.0,5.0,8.0,1.0,4.0,6.0,249.0
20060519,6.0,20.0,6.0,18.0,10.0,9.0,11.0,3.0,26.0,15.0,7.0,14.0,14.0,2.0,5.0,10.0,8.0,5.0,13.0,11.0,9.0,8.0,2.0,2.0,3.0,237.0
20060520,9.0,21.0,7.0,20.0,17.0,8.0,25.0,3.0,40.0,20.0,7.0,9.0,18.0,13.0,8.0,7.0,11.0,12.0,11.0,15.0,11.0,7.0,1.0,2.0,8.0,310.0
20060521,0.0,3.0,2.0,3.0,2.0,0.0,5.0,1.0,5.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,3.0,2.0,5.0,2.0,0.0,0.0,2.0,65.0
20060522,9.0,6.0,1.0,25.0,10.0,15.0,15.0,3.0,30.0,11.0,5.0,4.0,9.0,7.0,6.0,3.0,10.0,13.0,13.0,16.0,9.0,6.0,1.0,4.0,8.0,239.0
20060523,8.0,10.0,5.0,16.0,11.0,7.0,8.0,6.0,25.0,12.0,7.0,5.0,10.0,2.0,7.0,11.0,6.0,10.0,6.0,10.0,6.0,6.0,3.0,1.0,4.0,202.0
20060524,9.0,13.0,1.0,16.0,7.0,3.0,14.0,3.0,30.0,9.0,4.0,12.0,4.0,5.0,6.0,7.0,14.0,14.0,7.0,11.0,7.0,4.0,2.0,1.0,4.0,207.0
20060525,5.0,13.0,4.0,12.0,7.0,9.0,11.0,4.0,22.0,10.0,12.0,7.0,12.0,7.0,8.0,10.0,7.0,15.0,9.0,11.0,11.0,7.0,5.0,1.0,9.0,228.0
20060526,7.0,9.0,3.0,14.0,7.0,5.0,6.0,2.0,17.0,11.0,2.0,9.0,7.0,8.0,3.0,10.0,10.0,12.0,16.0,14.0,8.0,2.0,3.0,2.0,5.0,192.0
20060527,8.0,9.0,7.0,14.0,5.0,6.0,13.0,3.0,27.0,11.0,7.0,6.0,6.0,2.0,3.0,8.0,8.0,11.0,10.0,9.0,2.0,1.0,3.0,0.0,6.0,185.0
20060528,2.0,4.0,2.0,6.0,6.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0,1.0,7.0,3.0,1.0,1.0,0.0,0.0,2.0,62.0
20060529,9.0,8.0,7.0,16.0,13.0,6.0,14.0,11.0,42.0,10.0,7.0,9.0,7.0,4.0,7.0,12.0,14.0,9.0,14.0,10.0,6.0,2.0,0.0,1.0,2.0,240.0
20060530,4.0,16.0,4.0,14.0,9.0,3.0,13.0,5.0,28.0,8.0,8.0,7.0,12.0,3.0,9.0,5.0,11.0,13.0,12.0,7.0,4.0,4.0,2.0,1.0,6.0,208.0
20060531,6.0,9.0,4.0,21.0,16.0,8.0,9.0,5.0,29.0,6.0,8.0,3.0,6.0,10.0,4.0,4.0,10.0,10.0,9.0,14.0,4.0,3.0,0.0,2.0,8.0,208.0
20060601,10.0,16.0,3.0,15.0,8.0,6.0,12.0,3.0,21.0,7.0,7.0,5.0,10.0,6.0,8.0,10.0,8.0,11.0,10.0,11.0,5.0,7.0,0.0,5.0,3.0,207.0
20060602,10.0,8.0,7.0,17.0,11.0,4.0,7.0,4.0,22.0,10.0,5.0,5.0,10.0,10.0,8.0,9.0,10.0,2.0,9.0,12.0,2.0,1.0,2.0,0.0,4.0,189.0
20060603,9.0,7.0,5.0,20.0,8.0,4.0,11.0,4.0,32.0,14.0,9.0,8.0,4.0,7.0,3.0,6.0,6.0,11.0,9.0,7.0,3.0,7.0,2.0,0.0,3.0,199.0
20060604,0.0,2.0,2.0,3.0,3.0,1.0,6.0,2.0,3.0,5.0,2.0,3.0,2.0,1.0,0.0,1.0,8.0,1.0,2.0,2.0,2.0,3.0,0.0,1.0,0.0,55.0
20060605,4.0,9.0,8.0,14.0,14.0,14.0,22.0,5.0,26.0,18.0,9.0,7.0,9.0,7.0,10.0,6.0,9.0,10.0,13.0,13.0,5.0,5.0,1.0,3.0,8.0,249.0
20060606,4.0,7.0,6.0,23.0,13.0,11.0,13.0,2.0,39.0,15.0,8.0,7.0,6.0,5.0,5.0,9.0,9.0,14.0,10.0,11.0,2.0,4.0,1.0,2.0,8.0,234.0
20060607,14.0,13.0,8.0,19.0,8.0,5.0,10.0,3.0,27.0,13.0,8.0,8.0,5.0,5.0,7.0,20.0,4.0,5.0,11.0,9.0,11.0,5.0,1.0,3.0,6.0,228.0
20060608,5.0,5.0,3.0,19.0,9.0,8.0,10.0,4.0,24.0,7.0,5.0,2.0,3.0,6.0,5.0,11.0,9.0,7.0,8.0,7.0,5.0,3.0,3.0,2.0,9.0,179.0
20060609,14.0,9.0,7.0,12.0,8.0,3.0,6.0,0.0,23.0,9.0,3.0,5.0,5.0,7.0,7.0,9.0,5.0,10.0,8.0,8.0,2.0,4.0,1.0,1.0,9.0,175.0
20060610,4.0,7.0,9.0,19.0,14.0,6.0,15.0,4.0,27.0,18.0,4.0,5.0,6.0,6.0,2.0,8.0,6.0,8.0,6.0,8.0,3.0,4.0,3.0,1.0,11.0,204.0
20060611,3.0,1.0,2.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,8.0,1.0,2.0,5.0,4.0,5.0,2.0,3.0,3.0,1.0,0.0,2.0,67.0
20060612,7.0,5.0,9.0,23.0,8.0,9.0,12.0,3.0,36.0,19.0,6.0,9.0,4.0,8.0,6.0,8.0,9.0,7.0,10.0,11.0,3.0,5.0,3.0,1.0,9.0,230.0
20060613,7.0,8.0,2.0,16.0,6.0,4.0,11.0,3.0,26.0,12.0,5.0,7.0,9.0,3.0,4.0,5.0,8.0,5.0,5.0,8.0,4.0,3.0,0.0,3.0,5.0,169.0
20060614,8.0,3.0,4.0,10.0,7.0,4.0,5.0,2.0,16.0,11.0,6.0,4.0,5.0,5.0,8.0,5.0,6.0,5.0,10.0,11.0,7.0,4.0,0.0,3.0,4.0,153.0
20060615,10.0,9.0,6.0,14.0,5.0,3.0,8.0,2.0,24.0,12.0,9.0,5.0,13.0,10.0,9.0,11.0,9.0,9.0,9.0,6.0,1.0,6.0,0.0,0.0,12.0,202.0
20060616,5.0,6.0,5.0,16.0,9.0,2.0,7.0,1.0,17.0,9.0,2.0,6.0,6.0,6.0,5.0,5.0,8.0,11.0,6.0,12.0,2.0,4.0,1.0,3.0,14.0,168.0
20060617,11.0,5.0,3.0,15.0,13.0,7.0,13.0,7.0,41.0,13.0,5.0,3.0,11.0,8.0,6.0,9.0,6.0,8.0,6.0,17.0,4.0,3.0,1.0,0.0,3.0,218.0
20060618,1.0,1.0,2.0,1.0,5.0,1.0,6.0,3.0,5.0,4.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,6.0,3.0,1.0,0.0,0.0,1.0,58.0
20060619,10.0,15.0,6.0,22.0,7.0,8.0,7.0,6.0,26.0,5.0,3.0,3.0,8.0,4.0,9.0,5.0,8.0,8.0,6.0,11.0,4.0,6.0,5.0,2.0,6.0,200.0
20060620,6.0,12.0,7.0,19.0,6.0,9.0,8.0,2.0,24.0,12.0,6.0,7.0,9.0,6.0,2.0,10.0,12.0,9.0,10.0,19.0,3.0,6.0,1.0,1.0,7.0,213.0
20060621,7.0,9.0,3.0,16.0,6.0,10.0,7.0,4.0,23.0,10.0,6.0,5.0,10.0,5.0,4.0,6.0,6.0,3.0,4.0,11.0,6.0,3.0,1.0,2.0,3.0,170.0
20060622,9.0,9.0,3.0,12.0,9.0,4.0,10.0,3.0,23.0,12.0,6.0,4.0,8.0,3.0,5.0,5.0,8.0,7.0,9.0,13.0,1.0,2.0,1.0,2.0,5.0,173.0
20060623,11.0,13.0,4.0,7.0,3.0,3.0,15.0,1.0,22.0,7.0,4.0,4.0,3.0,1.0,5.0,3.0,7.0,2.0,8.0,10.0,8.0,4.0,1.0,1.0,6.0,153.0
20060624,5.0,7.0,5.0,8.0,6.0,7.0,3.0,6.0,23.0,15.0,3.0,5.0,1.0,4.0,5.0,8.0,8.0,7.0,7.0,6.0,1.0,6.0,1.0,1.0,7.0,155.0
20060625,1.0,1.0,2.0,4.0,4.0,2.0,5.0,1.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,5.0,2.0,4.0,3.0,0.0,0.0,3.0,59.0
20060626,28.0,5.0,1.0,17.0,5.0,3.0,12.0,5.0,27.0,13.0,6.0,2.0,9.0,10.0,10.0,6.0,7.0,4.0,6.0,4.0,3.0,7.0,3.0,2.0,10.0,205.0
20060627,4.0,5.0,5.0,10.0,5.0,3.0,9.0,4.0,20.0,9.0,6.0,5.0,7.0,10.0,4.0,5.0,5.0,8.0,6.0,9.0,4.0,5.0,1.0,2.0,4.0,155.0
20060628,7.0,10.0,3.0,11.0,2.0,3.0,8.0,2.0,24.0,6.0,5.0,4.0,10.0,12.0,7.0,1.0,12.0,5.0,7.0,7.0,3.0,4.0,1.0,2.0,6.0,162.0
20060629,11.0,10.0,10.0,14.0,3.0,1.0,5.0,3.0,14.0,8.0,2.0,5.0,3.0,1.0,4.0,3.0,9.0,6.0,5.0,8.0,3.0,4.0,2.0,2.0,4.0,140.0
20060630,13.0,11.0,5.0,15.0,3.0,5.0,8.0,4.0,24.0,10.0,6.0,1.0,3.0,10.0,10.0,6.0,9.0,4.0,11.0,6.0,2.0,6.0,0.0,1.0,5.0,178.0
20060701,1.0,2.0,4.0,8.0,7.0,7.0,14.0,4.0,22.0,17.0,6.0,8.0,5.0,14.0,5.0,4.0,11.0,1.0,11.0,4.0,2.0,7.0,1.0,0.0,6.0,171.0
20060702,1.0,2.0,3.0,5.0,3.0,0.0,3.0,1.0,5.0,1.0,2.0,0.0,1.0,3.0,2.0,2.0,6.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0,3.0,53.0
20060703,10.0,7.0,7.0,14.0,6.0,4.0,12.0,7.0,21.0,8.0,8.0,6.0,5.0,5.0,6.0,6.0,39.0,2.0,6.0,12.0,4.0,6.0,2.0,2.0,7.0,212.0
20060704,6.0,6.0,2.0,12.0,6.0,2.0,15.0,2.0,21.0,10.0,4.0,3.0,6.0,7.0,4.0,12.0,7.0,1.0,12.0,16.0,3.0,4.0,0.0,1.0,5.0,167.0
20060705,7.0,6.0,3.0,20.0,10.0,4.0,12.0,6.0,56.0,6.0,8.0,5.0,3.0,8.0,1.0,9.0,17.0,8.0,13.0,11.0,7.0,4.0,0.0,2.0,3.0,229.0
20060706,4.0,4.0,7.0,12.0,5.0,1.0,16.0,4.0,25.0,10.0,6.0,5.0,1.0,6.0,6.0,6.0,7.0,8.0,11.0,16.0,2.0,2.0,3.0,0.0,5.0,172.0
20060707,11.0,11.0,7.0,9.0,2.0,4.0,8.0,6.0,14.0,8.0,3.0,5.0,9.0,5.0,7.0,4.0,10.0,9.0,11.0,2.0,4.0,1.0,2.0,2.0,5.0,159.0
20060708,4.0,6.0,2.0,7.0,6.0,5.0,9.0,3.0,28.0,13.0,11.0,11.0,6.0,3.0,3.0,11.0,7.0,10.0,9.0,8.0,4.0,1.0,0.0,3.0,7.0,177.0
20060709,0.0,5.0,4.0,3.0,5.0,3.0,1.0,1.0,5.0,1.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,6.0,0.0,1.0,3.0,56.0
20060710,6.0,7.0,3.0,15.0,5.0,9.0,26.0,4.0,22.0,12.0,7.0,9.0,7.0,6.0,11.0,15.0,9.0,8.0,14.0,10.0,5.0,5.0,2.0,2.0,5.0,224.0
20060711,8.0,5.0,5.0,13.0,3.0,5.0,14.0,2.0,21.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,11.0,9.0,9.0,9.0,4.0,1.0,0.0,3.0,6.0,157.0
20060712,5.0,8.0,2.0,10.0,7.0,4.0,8.0,1.0,13.0,6.0,8.0,6.0,11.0,5.0,0.0,10.0,7.0,5.0,10.0,8.0,2.0,4.0,0.0,1.0,4.0,145.0
20060713,9.0,7.0,3.0,16.0,6.0,4.0,4.0,2.0,31.0,15.0,2.0,4.0,8.0,4.0,6.0,12.0,14.0,6.0,7.0,9.0,3.0,2.0,1.0,1.0,3.0,179.0
20060714,3.0,4.0,4.0,15.0,9.0,3.0,10.0,5.0,24.0,16.0,2.0,6.0,5.0,3.0,3.0,6.0,7.0,8.0,5.0,8.0,5.0,5.0,0.0,1.0,5.0,162.0
20060715,7.0,7.0,2.0,15.0,11.0,4.0,14.0,5.0,30.0,12.0,6.0,5.0,8.0,10.0,3.0,2.0,7.0,2.0,9.0,11.0,3.0,2.0,2.0,1.0,7.0,185.0
20060716,1.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,1.0,2.0,0.0,3.0,0.0,4.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,31.0
20060717,3.0,3.0,6.0,10.0,8.0,1.0,7.0,9.0,26.0,13.0,8.0,5.0,4.0,8.0,4.0,7.0,4.0,5.0,7.0,6.0,1.0,4.0,0.0,3.0,1.0,153.0
20060718,11.0,14.0,4.0,18.0,3.0,8.0,11.0,7.0,29.0,15.0,6.0,8.0,7.0,6.0,5.0,11.0,9.0,7.0,15.0,15.0,3.0,7.0,1.0,0.0,6.0,226.0
20060719,7.0,5.0,5.0,20.0,12.0,11.0,10.0,2.0,21.0,7.0,4.0,5.0,8.0,6.0,9.0,9.0,11.0,8.0,9.0,4.0,4.0,5.0,2.0,1.0,11.0,196.0
20060720,5.0,5.0,8.0,22.0,6.0,3.0,20.0,4.0,23.0,12.0,7.0,3.0,7.0,11.0,7.0,10.0,11.0,3.0,19.0,15.0,5.0,6.0,0.0,4.0,7.0,223.0
20060721,7.0,7.0,7.0,9.0,4.0,3.0,17.0,2.0,20.0,9.0,7.0,7.0,6.0,5.0,6.0,8.0,10.0,4.0,5.0,7.0,4.0,9.0,5.0,2.0,9.0,179.0
20060722,4.0,12.0,6.0,15.0,6.0,6.0,12.0,6.0,27.0,12.0,5.0,4.0,8.0,10.0,5.0,9.0,10.0,10.0,11.0,6.0,4.0,1.0,0.0,1.0,5.0,195.0
20060723,1.0,0.0,2.0,2.0,4.0,1.0,8.0,4.0,5.0,3.0,3.0,6.0,2.0,1.0,2.0,3.0,5.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,3.0,63.0
20060724,6.0,4.0,9.0,8.0,10.0,5.0,11.0,4.0,20.0,12.0,10.0,7.0,4.0,10.0,1.0,13.0,12.0,11.0,14.0,6.0,4.0,5.0,3.0,2.0,5.0,196.0
20060725,5.0,6.0,7.0,14.0,2.0,10.0,13.0,3.0,28.0,18.0,10.0,4.0,12.0,2.0,4.0,9.0,11.0,6.0,7.0,8.0,3.0,5.0,3.0,0.0,8.0,198.0
20060726,5.0,9.0,1.0,12.0,1.0,6.0,13.0,5.0,32.0,11.0,7.0,8.0,7.0,6.0,6.0,5.0,12.0,5.0,13.0,10.0,7.0,3.0,4.0,1.0,6.0,195.0
20060727,5.0,6.0,8.0,12.0,7.0,3.0,10.0,3.0,19.0,11.0,3.0,2.0,3.0,6.0,3.0,1.0,7.0,11.0,10.0,7.0,3.0,2.0,0.0,1.0,4.0,147.0
20060728,9.0,6.0,4.0,15.0,8.0,6.0,10.0,3.0,23.0,12.0,6.0,5.0,3.0,5.0,8.0,8.0,14.0,10.0,14.0,5.0,2.0,7.0,2.0,0.0,2.0,187.0
20060729,3.0,7.0,9.0,20.0,4.0,1.0,9.0,1.0,36.0,14.0,13.0,4.0,4.0,7.0,3.0,11.0,12.0,3.0,8.0,10.0,3.0,6.0,0.0,1.0,5.0,194.0
20060730,2.0,3.0,1.0,7.0,5.0,3.0,5.0,4.0,4.0,2.0,2.0,1.0,4.0,8.0,2.0,1.0,6.0,0.0,3.0,4.0,2.0,3.0,0.0,1.0,7.0,80.0
20060731,3.0,9.0,4.0,16.0,13.0,6.0,9.0,6.0,26.0,6.0,7.0,6.0,12.0,9.0,8.0,9.0,12.0,8.0,12.0,8.0,7.0,4.0,3.0,1.0,11.0,215.0
20060801,4.0,7.0,8.0,17.0,6.0,7.0,9.0,8.0,28.0,5.0,14.0,7.0,10.0,8.0,5.0,11.0,9.0,3.0,2.0,9.0,3.0,4.0,5.0,3.0,10.0,202.0
20060802,8.0,7.0,5.0,12.0,10.0,6.0,10.0,4.0,22.0,7.0,4.0,2.0,4.0,8.0,2.0,6.0,12.0,3.0,5.0,6.0,6.0,7.0,2.0,3.0,7.0,168.0
20060803,4.0,4.0,4.0,19.0,7.0,5.0,8.0,0.0,28.0,6.0,9.0,10.0,13.0,4.0,4.0,14.0,15.0,6.0,8.0,7.0,2.0,5.0,2.0,4.0,4.0,192.0
20060804,6.0,5.0,2.0,12.0,5.0,5.0,4.0,6.0,21.0,9.0,8.0,3.0,4.0,7.0,11.0,8.0,7.0,8.0,5.0,9.0,2.0,3.0,2.0,1.0,11.0,164.0
20060805,4.0,9.0,6.0,16.0,6.0,8.0,7.0,3.0,22.0,12.0,6.0,1.0,8.0,4.0,3.0,11.0,6.0,7.0,8.0,8.0,3.0,4.0,1.0,0.0,8.0,171.0
20060806,1.0,1.0,3.0,3.0,5.0,2.0,7.0,1.0,5.0,0.0,1.0,3.0,2.0,3.0,3.0,1.0,6.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,5.0,62.0
20060807,6.0,5.0,7.0,13.0,13.0,11.0,22.0,4.0,39.0,10.0,9.0,4.0,13.0,9.0,5.0,9.0,8.0,11.0,9.0,10.0,2.0,5.0,3.0,3.0,6.0,236.0
20060808,7.0,8.0,9.0,24.0,10.0,5.0,10.0,6.0,32.0,10.0,2.0,7.0,6.0,5.0,5.0,5.0,15.0,9.0,12.0,6.0,3.0,5.0,0.0,3.0,9.0,213.0
20060809,11.0,9.0,4.0,12.0,7.0,2.0,16.0,3.0,32.0,15.0,7.0,3.0,11.0,2.0,4.0,6.0,10.0,8.0,6.0,12.0,4.0,4.0,3.0,1.0,8.0,200.0
20060810,7.0,12.0,11.0,31.0,6.0,8.0,19.0,9.0,46.0,18.0,9.0,10.0,16.0,8.0,12.0,10.0,12.0,11.0,18.0,12.0,7.0,12.0,5.0,2.0,7.0,318.0
20060811,10.0,7.0,4.0,14.0,8.0,5.0,10.0,6.0,27.0,14.0,6.0,11.0,9.0,7.0,8.0,7.0,12.0,9.0,7.0,4.0,4.0,4.0,4.0,0.0,8.0,205.0
20060812,8.0,8.0,3.0,15.0,9.0,10.0,15.0,6.0,42.0,16.0,10.0,5.0,7.0,4.0,6.0,4.0,23.0,9.0,14.0,11.0,5.0,7.0,1.0,5.0,14.0,257.0
20060813,1.0,4.0,1.0,6.0,2.0,2.0,5.0,2.0,12.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,6.0,3.0,1.0,3.0,1.0,2.0,1.0,0.0,2.0,70.0
20060814,15.0,14.0,5.0,23.0,6.0,4.0,17.0,4.0,39.0,23.0,4.0,4.0,7.0,4.0,4.0,12.0,13.0,6.0,14.0,10.0,3.0,4.0,4.0,4.0,6.0,249.0
20060815,3.0,15.0,4.0,15.0,10.0,9.0,25.0,4.0,33.0,19.0,8.0,7.0,11.0,9.0,7.0,16.0,13.0,6.0,21.0,11.0,2.0,5.0,0.0,3.0,8.0,264.0
20060816,9.0,16.0,12.0,10.0,13.0,10.0,22.0,3.0,44.0,10.0,5.0,6.0,6.0,11.0,8.0,13.0,11.0,16.0,11.0,18.0,6.0,12.0,3.0,4.0,10.0,289.0
20060817,12.0,12.0,3.0,13.0,8.0,10.0,16.0,3.0,52.0,11.0,10.0,2.0,12.0,7.0,7.0,8.0,10.0,4.0,14.0,9.0,7.0,8.0,1.0,7.0,8.0,254.0
20060818,11.0,13.0,10.0,24.0,6.0,4.0,13.0,0.0,38.0,13.0,8.0,3.0,10.0,9.0,4.0,10.0,8.0,12.0,10.0,7.0,7.0,4.0,0.0,4.0,8.0,236.0
20060819,10.0,16.0,9.0,28.0,10.0,5.0,14.0,7.0,54.0,20.0,10.0,4.0,10.0,7.0,1.0,17.0,15.0,11.0,14.0,10.0,3.0,6.0,2.0,3.0,6.0,292.0
20060820,4.0,5.0,8.0,7.0,6.0,4.0,12.0,5.0,14.0,4.0,6.0,7.0,5.0,4.0,1.0,1.0,8.0,1.0,7.0,7.0,0.0,8.0,1.0,0.0,7.0,132.0
20060821,13.0,18.0,13.0,20.0,12.0,9.0,18.0,10.0,41.0,15.0,16.0,9.0,10.0,8.0,8.0,13.0,17.0,15.0,20.0,10.0,5.0,3.0,1.0,1.0,6.0,311.0
20060822,11.0,17.0,10.0,14.0,11.0,8.0,15.0,10.0,49.0,21.0,7.0,13.0,11.0,5.0,7.0,10.0,16.0,11.0,14.0,18.0,2.0,9.0,1.0,4.0,18.0,312.0
20060823,15.0,8.0,4.0,22.0,13.0,10.0,19.0,12.0,54.0,14.0,7.0,6.0,8.0,4.0,11.0,14.0,15.0,13.0,12.0,9.0,7.0,7.0,1.0,2.0,13.0,300.0
20060824,10.0,19.0,4.0,16.0,11.0,11.0,14.0,7.0,28.0,15.0,8.0,10.0,10.0,10.0,7.0,8.0,16.0,11.0,11.0,3.0,6.0,12.0,1.0,1.0,15.0,264.0
20060825,9.0,14.0,4.0,15.0,8.0,3.0,20.0,5.0,49.0,19.0,6.0,5.0,8.0,7.0,7.0,8.0,6.0,5.0,13.0,15.0,9.0,3.0,1.0,3.0,9.0,251.0
20060826,8.0,22.0,10.0,23.0,17.0,9.0,24.0,10.0,61.0,15.0,9.0,13.0,8.0,10.0,7.0,7.0,9.0,14.0,12.0,8.0,4.0,6.0,0.0,2.0,4.0,312.0
20060827,2.0,4.0,5.0,2.0,8.0,5.0,9.0,3.0,10.0,4.0,2.0,4.0,4.0,1.0,4.0,5.0,4.0,2.0,7.0,6.0,0.0,2.0,1.0,1.0,5.0,100.0
20060828,11.0,21.0,7.0,21.0,12.0,5.0,25.0,7.0,58.0,21.0,8.0,10.0,11.0,7.0,10.0,10.0,21.0,16.0,14.0,15.0,6.0,5.0,4.0,3.0,18.0,346.0
20060829,14.0,12.0,9.0,25.0,16.0,11.0,19.0,4.0,42.0,20.0,12.0,8.0,23.0,8.0,12.0,11.0,16.0,17.0,13.0,15.0,4.0,7.0,1.0,2.0,15.0,336.0
20060830,31.0,16.0,10.0,20.0,16.0,10.0,21.0,8.0,50.0,24.0,5.0,14.0,8.0,6.0,6.0,4.0,14.0,10.0,20.0,12.0,6.0,6.0,1.0,5.0,12.0,335.0
20060831,20.0,22.0,6.0,22.0,17.0,11.0,14.0,4.0,56.0,30.0,15.0,7.0,9.0,6.0,16.0,4.0,12.0,17.0,11.0,11.0,7.0,3.0,2.0,3.0,7.0,332.0
20060901,15.0,12.0,6.0,20.0,11.0,10.0,22.0,13.0,62.0,20.0,22.0,9.0,10.0,5.0,12.0,11.0,24.0,18.0,16.0,15.0,5.0,11.0,5.0,1.0,13.0,368.0
20060902,11.0,22.0,9.0,37.0,20.0,13.0,20.0,10.0,71.0,22.0,10.0,9.0,16.0,11.0,10.0,13.0,26.0,20.0,15.0,13.0,6.0,4.0,1.0,2.0,10.0,401.0
20060903,1.0,4.0,4.0,4.0,11.0,1.0,11.0,6.0,8.0,3.0,10.0,2.0,8.0,4.0,2.0,4.0,8.0,2.0,9.0,5.0,1.0,5.0,1.0,0.0,8.0,122.0
20060904,10.0,28.0,8.0,25.0,14.0,12.0,26.0,9.0,56.0,33.0,11.0,11.0,16.0,11.0,15.0,12.0,25.0,24.0,18.0,13.0,12.0,8.0,4.0,4.0,11.0,416.0
20060905,17.0,19.0,12.0,26.0,17.0,12.0,32.0,16.0,63.0,16.0,17.0,8.0,12.0,14.0,18.0,17.0,16.0,22.0,19.0,14.0,11.0,20.0,7.0,8.0,16.0,449.0
20060906,17.0,19.0,15.0,27.0,15.0,12.0,20.0,9.0,78.0,15.0,14.0,7.0,25.0,6.0,8.0,13.0,25.0,16.0,24.0,14.0,9.0,8.0,1.0,3.0,10.0,410.0
20060907,27.0,14.0,13.0,24.0,11.0,17.0,26.0,5.0,54.0,19.0,12.0,11.0,16.0,5.0,8.0,10.0,22.0,23.0,22.0,7.0,7.0,8.0,1.0,2.0,7.0,371.0
20060908,21.0,14.0,10.0,22.0,14.0,8.0,27.0,8.0,63.0,18.0,10.0,10.0,17.0,8.0,5.0,10.0,15.0,17.0,18.0,8.0,5.0,4.0,1.0,2.0,14.0,349.0
20060909,15.0,23.0,17.0,30.0,15.0,14.0,24.0,10.0,54.0,22.0,19.0,12.0,18.0,10.0,17.0,12.0,26.0,18.0,12.0,23.0,9.0,7.0,2.0,3.0,14.0,426.0
