,0
38538,"37.5629318791047, 126.84066337091166"
38539,"37.49243621367922, 127.1282632084841"
38540,"37.45736113263057, 126.88873074755918"
38541,"37.53409608328785, 127.06813726491491"
38542,"37.561521751464774, 127.18006858118339"
38543,"37.60794466654966, 127.00075532507235"
38544,"37.48155380103746, 127.004976602095"
38545,"37.51168860232857, 127.05752057427443"
38546,"37.494907653956005, 126.96092763212458"
38547,"37.541615034264765, 127.13052184938446"
38548,"37.53193282713518, 126.83117280526024"
38549,"37.58245361877877, 126.88727957865379"
38550,"37.52027057736697, 127.0304754322008"
38551,"37.501356648810635, 127.09684953362036"
38552,"37.58082161762805, 127.01791052253118"
38553,"37.53196961478586, 126.90562357832974"
38554,"37.54338093949162, 126.97249163785932"
38555,"37.56069976565435, 127.08739008500835"
38556,"37.484494081430675, 127.03386969810437"
38557,"37.60146161685599, 126.92229816397459"
38558,"37.50264721045664, 127.01396420964073"
38559,"37.504482401979644, 127.11448118659837"
38560,"37.636506310803625, 126.91701922203288"
38561,"37.58994072251387, 126.96469412508415"
38562,"37.56858217078557, 126.99240156186403"
38563,"37.56952180209943, 127.03049676103178"
38564,"37.56977353671202, 126.9715252250324"
38565,"37.4709842101682, 127.02618365353204"
38566,"37.498585297442574, 126.91379869302969"
38567,"37.65491070485211, 127.05723620084274"
38568,"37.49523106580624, 126.95689749039157"
38569,"37.47221448979646, 127.0281824704706"
38570,"37.56233837236681, 127.08255043627716"
38571,"37.58112262305818, 126.98069485938812"
38572,"37.478875154712426, 126.89345736850458"
38573,"37.6012196156942, 127.07112166445667"
38574,"37.48005282192844, 126.90408766381184"
38575,"37.564515007101804, 126.98776659947428"
38576,"37.486481473264625, 127.051134423119"
38577,"37.47545222216525, 127.04165699408982"
38578,"37.55249230644347, 126.83620159458725"
38579,"37.49403291006461, 126.87198536104813"
38580,"37.63594798021716, 126.93247120000548"
38581,"37.44857090521714, 127.05558665976578"
38582,"37.646864237831316, 126.92905214569308"
38583,"37.51283152226861, 126.95236963141869"
38584,"37.49110980326186, 127.00566836656711"
38585,"37.600404602785574, 126.92252103930451"
38586,"37.60050583727208, 126.92189905668768"
38587,"37.55491104758507, 126.91601285829823"
38588,"37.490878554490195, 126.96441792226003"
38589,"37.48527235602334, 126.90327170486844"
38590,"37.535242271804286, 126.95310408973666"
38591,"37.48900100859557, 127.03018966898199"
38592,"37.49369085330384, 126.88566154249173"
38593,"37.56625509518354, 126.98776874668312"
38594,"37.52100231480439, 126.83740208645366"
38595,"37.5077667930832, 126.86272113580962"
38596,"37.48965811565073, 126.96567745275269"
38597,"37.56460036653236, 126.98805558074324"
38598,"37.54540025075505, 126.93210073475281"
38599,"37.606130007942255, 127.04815305740154"
38600,"37.63617132543897, 127.02387595815361"
38601,"37.5611236101734, 126.96333966149241"
38602,"37.522986640137724, 127.01590131958449"
38603,"37.5649968367017, 127.02450496955737"
38604,"37.46503290873297, 127.10169376753554"
38605,"37.64950574485583, 127.06418512216835"
38606,"37.56890753505828, 126.97921456643128"
38607,"37.5287317160432, 126.9658033598153"
38608,"37.57282536046453, 126.82916264807531"
38609,"37.64680914578583, 127.04197722010147"
38610,"37.51759418250164, 127.11232390628138"
38611,"37.45736591924603, 126.88857963678414"
38612,"37.5516428870033, 126.87910203894761"
38613,"37.60774271109951, 126.92175098982413"
38614,"37.58321557773248, 127.05347937594617"
38615,"37.551882625672675, 127.15618115271513"
38616,"37.56117781446704, 127.03526877288314"
38617,"37.491370284522056, 126.83108932681716"
38618,"37.5209158872576, 127.03999494718693"
38619,"37.52358418760121, 126.89039370799959"
38620,"37.64774931882545, 127.07176839730657"
38621,"37.48660691421552, 126.95059996788744"
38622,"37.49505707348001, 126.83061902622708"
38623,"37.538961659341524, 126.94064431663037"
38624,"37.559931660485425, 126.93813273159418"
38625,"37.57636107681303, 126.97933761069575"
38626,"37.505627043716785, 126.89069601888069"
38627,"37.447881395049244, 127.05745525768543"
38628,"37.57525329808532, 126.90479190799088"
38629,"37.54549461881957, 126.92644474814904"
38630,"37.48717313847686, 127.07059454693764"
38631,"37.56020542591372, 126.82030280722117"
38632,"37.57019937546868, 126.98982256315456"
38633,"37.55295850841322, 126.85046344820448"
38634,"37.59181921584604, 127.01349788838147"
38635,"37.536010852065864, 126.99979992851954"
38636,"37.51774468457252, 127.1025767603082"
38637,"37.57736474166718, 126.88058657494166"
38638,"37.496733386096984, 126.91430345431502"
38639,"37.50668711921089, 127.05607202042036"
38640,"37.55895177761466, 127.152576762737"
38641,"37.48459278275026, 127.09312604443593"
38642,"37.56492102014635, 127.02701317434382"
38643,"37.58322703568187, 127.05384224047404"
38644,"37.48127507975233, 126.88534107965005"
38645,"37.48197660017524, 126.97820071668436"
38646,"37.55618108939785, 126.97673241227588"
38647,"37.60586958120836, 126.93405621348066"
38648,"37.5800889753706, 126.87632544101173"
38649,"37.54004280363805, 127.00188687464026"
38650,"37.45686507438114, 127.07544786389292"
38651,"37.49438168704284, 127.04682389892525"
38652,"37.50854521726926, 126.9057795975248"
38653,"37.56207174648197, 126.96937678582574"
38654,"37.548741329762564, 126.91496553994234"
38655,"37.63540997004503, 127.1059889202824"
38656,"37.56693060955711, 126.82499924673674"
38657,"37.67145512403697, 127.0823265109518"
38658,"37.51506441756657, 127.01616981836649"
38659,"37.590071927761215, 126.91706591379376"
38660,"37.500964664131764, 127.0854389800784"
38661,"37.47900970817305, 126.92491767020289"
38662,"37.47770175922355, 127.00003586001006"
38663,"37.505180554293155, 126.89766408558408"
38664,"37.55298732977819, 126.97650544275083"
38665,"37.46286485342236, 127.02275814189778"
38666,"37.625772322156934, 127.07298357744105"
38667,"37.56489520583305, 127.070517771907"
38668,"37.66393613205841, 127.0123112778515"
38669,"37.670898447704545, 127.05843686264858"
38670,"37.623802566293534, 127.07189582891293"
38671,"37.49412485500913, 127.03374435904206"
38672,"37.51461734913673, 126.90137935767373"
38673,"37.485481896260026, 126.95587266801532"
38674,"37.52865892185022, 127.03696080494753"
38675,"37.55932787303401, 126.98016564745011"
38676,"37.57270680911849, 127.06841363670088"
38677,"37.60640696044177, 127.09353392164503"
38678,"37.50233361946547, 126.88366209300631"
38679,"37.567886131310885, 127.07841974950826"
38680,"37.586612389345625, 127.01079315037963"
38681,"37.535392110441784, 126.898853311242"
38682,"37.518309758210684, 126.92487594723194"
38683,"37.53643815694325, 126.83158732799252"
38684,"37.6220657830761, 127.0740416702095"
38685,"37.52417395835079, 126.8510704158044"
38686,"37.60397435383384, 127.0954561965521"
38687,"37.581041991015994, 126.98044335917517"
38688,"37.51163789740704, 126.91445227787716"
38689,"37.570222101560134, 126.80744110819889"
38690,"37.64798159035711, 127.0246615946747"
38691,"37.54594569816508, 127.17140501674922"
38692,"37.521949365226746, 126.96638013329361"
38693,"37.60624981412216, 126.9602998496228"
38694,"37.5749652436631, 126.91662466542446"
38695,"37.65761297903768, 127.01512473081243"
38696,"37.501470625095855, 127.10838284386341"
38697,"37.52717436901035, 127.02807799688493"
38698,"37.60042634184105, 127.10031652374813"
38699,"37.69086607487707, 127.04929037521718"
38700,"37.548039524034245, 127.02587036955042"
38701,"37.50496965140197, 126.97627891127767"
38702,"37.567466738031214, 126.893821994476"
38703,"37.572036631004124, 126.97657605567784"
38704,"37.639198799078905, 126.91945538043485"
38705,"37.578509822600516, 127.06693826383669"
38706,"37.462092538891774, 127.08644089377584"
38707,"37.59667130658164, 127.09282786872542"
38708,"37.507295293139336, 127.02332293939016"
38709,"37.49980012908645, 127.00388892797395"
38710,"37.55001735263196, 126.84823214388176"
38711,"37.50295996965852, 127.11253782185865"
38712,"37.534802066019445, 126.87816498757786"
38713,"37.495406576686456, 127.11583927784416"
38714,"37.63710742551215, 126.91705161564663"
38715,"37.621591871948866, 127.02718496165431"
38716,"37.60908709994865, 127.0050420386748"
38717,"37.519966340301295, 126.90432051670989"
38718,"37.52864693408907, 126.96573484295352"
38719,"37.634976535119705, 127.02863360639992"
38720,"37.57765675870263, 127.0579080194234"
38721,"37.56008486183313, 126.93546670843037"
38722,"37.58557087250708, 126.97292414440037"
38723,"37.57406314605775, 127.04566111080139"
38724,"37.60441793666497, 127.02521349550913"
38725,"37.651330124392196, 127.03485816939016"
38726,"37.48837609956844, 126.99557278227975"
38727,"37.586020576582584, 126.88531724428772"
38728,"37.5929852895181, 126.91404250375835"
38729,"37.55618049128916, 126.89901568085642"
38730,"37.568040314395155, 127.01253193942532"
38731,"37.568036200577296, 127.0126187026367"
38732,"37.51399743053314, 126.88732292531498"
38733,"37.51650051092847, 126.89058240125678"
38734,"37.54001546214765, 127.01714424178594"
38735,"37.56621459908477, 127.0367356867971"
38736,"37.49712616787333, 127.02441144705227"
38737,"37.517994704044305, 127.0704518056185"
38738,"37.66280382988219, 127.04687560052838"
38739,"37.68365568513355, 127.05531235659885"
38740,"37.58501974135788, 127.06777872980652"
38741,"37.58765802142051, 127.01059997811826"
38742,"37.51278092871568, 127.05336319815851"
38743,"37.574622914648664, 127.05342761123138"
38744,"37.464883877038226, 126.8843085305665"
38745,"37.508412184717784, 127.05598182511376"
38746,"37.573460156805865, 126.89947561886734"
38747,"37.67107979887577, 127.0440554081187"
38748,"37.57284673390639, 126.88783689717314"
38749,"37.494654473725625, 126.84097451482293"
38750,"37.51559740464963, 126.83517139386912"
38751,"37.53325555586331, 127.00552563438275"
38752,"37.46758502769565, 127.02835543396154"
38753,"37.64831063686247, 127.0594994759858"
38754,"37.57274814779934, 126.80379279439491"
38755,"37.54884260907666, 127.17986432514996"
38756,"37.48620201864021, 126.94084108823066"
38757,"37.519365653956605, 127.05245631671566"
38758,"37.499601577146066, 126.87482253018325"
38759,"37.55510350829039, 126.92116223566023"
38760,"37.53069522468611, 127.12048120221957"
38761,"37.51847749173517, 127.10480144880417"
38762,"37.650803458324724, 127.07410736974153"
38763,"37.556576288761725, 126.97335572835445"
38764,"37.66584704592009, 127.06653783773972"
38765,"37.59665045015946, 127.02149701390262"
38766,"37.63421128322462, 127.05222870824015"
38767,"37.56108796268559, 126.81637899943502"
38768,"37.52431201458731, 126.875876871318"
38769,"37.542201317998384, 127.10165450735362"
38770,"37.579229048369506, 126.91734873283256"
38771,"37.50649730704615, 126.98953378347697"
38772,"37.488635869124835, 127.08210690801418"
38773,"37.54760558700321, 126.88352846651708"
38774,"37.516387945703514, 126.88175903610042"
38775,"37.44878723358402, 126.9038993170391"
38776,"37.5656872540171, 126.96661395069437"
38777,"37.483025767754434, 126.84228424517201"
38778,"37.49023031817386, 127.07070028680802"
38779,"37.501839720651446, 126.9102368077605"
38780,"37.52012127875089, 126.88941858286006"
38781,"37.534532398256715, 126.94395711931237"
38782,"37.65220047665299, 127.0511969019019"
38783,"37.53044220084192, 126.84767675380724"
38784,"37.58642328622288, 127.0306487855332"
38785,"37.51186271322943, 127.12855703202233"
38786,"37.62342528273534, 126.91969160342424"
38787,"37.51602643370513, 127.0982734446084"
38788,"37.476260488049235, 126.96598476014108"
38789,"37.55149270999355, 127.08998776351125"
38790,"37.51330730690088, 127.00635042224704"
38791,"37.519320866036466, 126.92080756270236"
38792,"37.660769190652985, 127.07144244434862"
38793,"37.539159774154946, 126.96132142356139"
38794,"37.61842638769848, 127.05719229649495"
38795,"37.50187828884287, 127.10982814613642"
38796,"37.65569253826077, 127.06007412762077"
38797,"37.547939522016335, 127.03711688482122"
38798,"37.57902951508235, 126.92928631449983"
38799,"37.477969161524314, 126.88776944674748"
38800,"37.54005134272556, 126.87503299765504"
38801,"37.51733957067646, 127.01051680215046"
38802,"37.48698112593042, 126.8775340401725"
38803,"37.51607258808214, 127.06989376298162"
38804,"37.486164332830825, 127.02919205769425"
38805,"37.53642512449847, 127.08384668596833"
38806,"37.52082365856307, 126.93192167679439"
38807,"37.65267837299775, 127.01717775846873"
38808,"37.60156824351532, 127.08144410006327"
38809,"37.57410399443379, 127.07198463345229"
38810,"37.528207067955464, 127.13857464719595"
38811,"37.57713143099336, 126.81248234982027"
38812,"37.47965866789436, 126.94230942291186"
38813,"37.665187294200855, 127.0624478502351"
38814,"37.653660659327386, 127.04119464300135"
38815,"37.55252097069576, 126.87637864811173"
38816,"37.47575146834321, 127.05821336029699"
38817,"37.55064349324992, 127.16516685305632"
38818,"37.63206043964784, 127.03799833793359"
38819,"37.52930477314499, 126.87044126582072"
38820,"37.50738207983838, 126.89399424773944"
38821,"37.547583530792586, 126.93225098239529"
38822,"37.59682553499663, 126.97059173681693"
38823,"37.62954288082127, 127.08432565713373"
38824,"37.454043857375986, 126.90065737963955"
38825,"37.47067848677921, 127.02538574460004"
38826,"37.68030516223968, 127.04734381556356"
38827,"37.495736578282326, 127.03907271581775"
38828,"37.48135554113317, 126.96599497873487"
38829,"37.52395100721867, 127.04749056778245"
38830,"37.516788504642875, 126.83808377997333"
38831,"37.56120416420904, 127.0570812400563"
38832,"37.54727409716844, 127.17367669548847"
38833,"37.59190005816141, 127.08232280015406"
38834,"37.55748944726784, 127.01229903503429"
38835,"37.617223936640606, 127.02952873387345"
38836,"37.47922219641703, 126.92656740273328"
38837,"37.530979375718935, 126.95483755251979"
38838,"37.57978311781065, 126.95274589374314"
38839,"37.50806187543295, 126.94018851093509"
38840,"37.5727292497807, 127.04208390998194"
38841,"37.58396949411295, 126.94119986909926"
38842,"37.56402991143023, 126.82031098878858"
38843,"37.491944898792234, 126.92289034737405"
38844,"37.54754526006447, 127.03684538474909"
38845,"37.64913818420592, 127.0273961277344"
38846,"37.471771378933084, 127.04497260863963"
38847,"37.53242043776205, 126.83936033695657"
38848,"37.581298421122604, 127.04758451450685"
38849,"37.605318215261015, 127.07710722057719"
38850,"37.51499482042645, 127.09163023240743"
38851,"37.46591433118405, 127.04305326918373"
38852,"37.49299636859793, 126.90953016499185"
38853,"37.472789276875346, 126.8955374473756"
38854,"37.52267762295408, 126.93175137487849"
38855,"37.55084902571103, 127.05197237726449"
38856,"37.61497481726497, 127.05848997753978"
38857,"37.540397954047265, 127.12810414063307"
38858,"37.566132542531186, 126.96610981774435"
38859,"37.56211458172257, 126.9425411895523"
38860,"37.534552992267926, 126.9622415798539"
38861,"37.64106109805679, 127.02886874634068"
38862,"37.55484459357697, 126.92202446600837"
38863,"37.54368267184511, 126.9625482144696"
38864,"37.54678533120326, 127.10618433541553"
38865,"37.60661294930755, 127.03120432065445"
38866,"37.490626835348316, 126.90331672656023"
38867,"37.48158445169796, 127.08562307364575"
38868,"37.609283457808694, 127.02992305199892"
38869,"37.58556427653936, 127.05122783072888"
38870,"37.61731648135317, 127.02986604750458"
38871,"37.55966254236252, 126.98100019429869"
38872,"37.50768378978864, 127.11650387872507"
38873,"37.592310175590136, 126.90653693295583"
38874,"37.59690901074072, 126.97066951858136"
38875,"37.56594268730467, 126.98288206514823"
38876,"37.58594475592671, 126.93537142786525"
38877,"37.53618032740183, 126.87759080142979"
38878,"37.579728232016535, 126.93606029390288"
38879,"37.65336468786468, 127.0737462109045"
38880,"37.517469934146035, 126.91675406725629"
38881,"37.55552550516831, 127.12943003697762"
38882,"37.57564760331983, 127.02331791120619"
38883,"37.50181047290027, 126.98002364978501"
38884,"37.58086957557416, 126.91189285352179"
38885,"37.52813705691033, 127.13923011456285"
38886,"37.48296584902902, 127.02188582256488"
38887,"37.53209338505615, 126.92149982192109"
38888,"37.534512872447635, 127.07145440170633"
38889,"37.464919704867505, 126.88368909166422"
38890,"37.56662383673031, 126.84071607600872"
38891,"37.488690924409184, 127.0282780172872"
38892,"37.55929893706931, 126.96910660686366"
38893,"37.47135516379512, 126.89785160253035"
38894,"37.526293392770185, 126.86411936865883"
38895,"37.60054104184142, 127.04045584432542"
38896,"37.516010189144765, 127.11624994951113"
38897,"37.64558291916754, 127.06451199525777"
38898,"37.47393389392049, 127.1077371124912"
38899,"37.59239742899407, 126.914191302333"
38900,"37.56874815044285, 126.93234303444098"
38901,"37.51232112802181, 127.02509411636542"
38902,"37.52246759183773, 126.83662158379796"
38903,"37.5919926566158, 126.91496313098322"
38904,"37.591300453189646, 127.07987602716275"
38905,"37.550451279910526, 126.95514142998859"
38906,"37.6502396577775, 126.93472386122761"
38907,"37.57719362281942, 126.92867565925381"
38908,"37.54176780290169, 127.00224434332098"
38909,"37.64753965331796, 127.07671107855357"
38910,"37.55951735917494, 126.9879844678674"
38911,"37.54486069202838, 127.10429112730577"
38912,"37.631938075797756, 127.01760653083879"
38913,"37.62953223624676, 126.93031042784547"
38914,"37.45986430217824, 127.0817722360816"
38915,"37.49865448136059, 127.1339645900288"
38916,"37.581557449470104, 127.05509793300669"
38917,"37.48206472707003, 126.94372168766455"
38918,"37.646589769389, 127.01775603799526"
38919,"37.51159362974509, 126.91475577342852"
38920,"37.48590693906342, 126.89660039959368"
38921,"37.58664855343441, 127.03711555622128"
38922,"37.53582457741005, 126.95516719137382"
38923,"37.500557195805584, 127.03687123360766"
38924,"37.52025679130201, 126.88712658995173"
38925,"37.57253305925128, 126.80378731248979"
38926,"37.56642409661004, 126.99552050277966"
38927,"37.51208707908618, 126.9100225336192"
38928,"37.615009527882165, 127.07870562232067"
38929,"37.61420760193072, 127.09622813388141"
38930,"37.57715704068963, 127.04504023183912"
38931,"37.52507984926353, 126.90938888368538"
38932,"37.565334546305, 126.96651116808935"
38933,"37.56530253667673, 126.90183295080848"
38934,"37.50465174865344, 127.0350084019031"
38935,"37.534677805575726, 126.98045565842345"
38936,"37.57682652452447, 127.0459386065019"
38937,"37.52323913744579, 127.0553299750457"
38938,"37.53017204269453, 127.01163304183022"
38939,"37.55373400037184, 127.17202912672506"
38940,"37.52482106856921, 126.93541168920781"
38941,"37.586826991157935, 127.01088830986407"
38942,"37.49542228225527, 126.88887001397701"
38943,"37.65131052169635, 127.03485484984914"
38944,"37.47686697361048, 127.11060246347648"
38945,"37.53791699670362, 127.07745897944271"
38946,"37.55781201518761, 126.8443421803508"
38947,"37.61849175619324, 127.07868782570065"
38948,"37.614472011064585, 127.08122940566253"
38949,"37.54374069257712, 127.12536818622469"
38950,"37.50801228776994, 127.05946144873852"
38951,"37.572850079187944, 127.0155992065712"
38952,"37.510294030436064, 126.8589517876351"
38953,"37.54971616000491, 126.9546327470539"
38954,"37.682441686612236, 127.05564377910031"
38955,"37.51372710720531, 126.94232981672944"
38956,"37.59036716001626, 127.01687768459603"
38957,"37.49709880212559, 127.13275394970114"
38958,"37.48518910948925, 126.9697372493552"
38959,"37.587113356864855, 126.88739026113291"
38960,"37.565105131074475, 126.97866959402357"
38961,"37.474114211772466, 127.03302627645272"
38962,"37.578947480913236, 126.96296734991111"
38963,"37.59003638790821, 127.04260356470016"
38964,"37.612352508289995, 127.11110330818012"
38965,"37.634756946571976, 127.05967835451871"
38966,"37.47720354258287, 126.88508351713618"
38967,"37.555393694800216, 126.93698221728565"
38968,"37.54524554554307, 127.1041167777002"
38969,"37.60504427783757, 127.09136794445942"
38970,"37.49974687958574, 126.90522363034374"
38971,"37.58712655019289, 126.9638941779022"
38972,"37.46950750502809, 126.8977068454362"
38973,"37.67893733961864, 127.05164981638471"
38974,"37.573187344034594, 126.89876486265507"
38975,"37.651247224272936, 127.03696132510478"
38976,"37.59839400309905, 127.09311219055962"
38977,"37.51526349516239, 127.01390438565412"
38978,"37.50310416949826, 126.94355279421615"
38979,"37.657452212933414, 127.02297566628613"
38980,"37.59913147591214, 127.01415484394924"
38981,"37.54499193184123, 126.93428973050439"
38982,"37.54241318546883, 127.06410286089495"
38983,"37.468803940968165, 126.90223676121984"
38984,"37.570586080635486, 126.81152611180737"
38985,"37.57285118785795, 126.88808455906697"
38986,"37.51355890151073, 126.95605517505673"
38987,"37.563480546671265, 127.086849281347"
38988,"37.593120213881676, 127.05811745045386"
38989,"37.571133024398634, 126.95492584983833"
38990,"37.54899162138455, 127.15630498467708"
38991,"37.54448405096001, 127.01650728054388"
38992,"37.6607328975556, 127.07146154448161"
38993,"37.488258511716644, 127.01478372388215"
38994,"37.5801948206278, 127.04483161530202"
38995,"37.589902232853, 127.05599471164686"
38996,"37.61661670257544, 127.07296902517314"
38997,"37.65165624945926, 126.93743983596258"
38998,"37.48461424296306, 127.09291386909472"
38999,"37.54630789442553, 126.84528655694051"
39000,"37.58783271799543, 126.922814851737"
39001,"37.55513305628123, 127.15650513882827"
39002,"37.50677630390965, 126.96712198691121"
39003,"37.5908771170372, 127.06779152538384"
39004,"37.57583837124262, 127.04768039778149"
39005,"37.524818184007756, 126.89059517779447"
39006,"37.52509700750269, 127.05472520952158"
39007,"37.51874029848668, 126.91308403337081"
39008,"37.54774850075326, 126.87966341116284"
39009,"37.571715251066834, 126.97280177124553"
39010,"37.553287444321874, 126.97631041577345"
39011,"37.60638887844882, 127.03101329374465"
39012,"37.612065202678174, 127.09294271921172"
39013,"37.49470032018645, 127.08272462692422"
39014,"37.56686467295297, 126.97908303054353"
39015,"37.65085776860877, 127.07686763254384"
39016,"37.5673914975276, 127.02602396591082"
39017,"37.46040183179996, 126.89235062491512"
39018,"37.57932629256388, 127.002108173015"
39019,"37.5241433067321, 126.86474493895598"
39020,"37.49394475287029, 127.04668810620164"
39021,"37.52121310134315, 126.85459282761683"
39022,"37.48017592606314, 126.95599662730473"
39023,"37.6178661302801, 127.07543021524776"
39024,"37.52910469002237, 126.88042646668765"
39025,"37.47428754153732, 127.03156951429203"
39026,"37.534295498101734, 127.00058027638222"
39027,"37.468955523025116, 127.03338784557893"
39028,"37.64545993368769, 127.06421909247892"
39029,"37.5288070656416, 126.9225469337087"
39030,"37.49782473795019, 126.83952209334271"
39031,"37.53954121016518, 126.83236157501855"
39032,"37.519117159616265, 127.0962268638684"
39033,"37.49605148499518, 126.98824870268542"
39034,"37.50400581225665, 127.08936765361304"
39035,"37.625460821643834, 127.08598125503053"
39036,"37.61284443055882, 127.06042757777968"
39037,"37.505082035161855, 127.00097645042003"
39038,"37.502828070817024, 127.01127687417123"
39039,"37.497480579793724, 126.98534056088225"
39040,"37.48189319120013, 126.95326763221681"
39041,"37.62617991182252, 127.01830695666412"
39042,"37.603866052271954, 127.03727035458867"
39043,"37.581367129408974, 127.0132308385097"
39044,"37.4878669595676, 127.0129756416179"
39045,"37.651489979922886, 127.03695286116947"
39046,"37.64633330507807, 127.03731595016657"
39047,"37.553780813525776, 127.17201949950021"
39048,"37.596350511360036, 126.94909163070538"
39049,"37.47921600284697, 126.84174305675292"
39050,"37.6376073978434, 127.07830024326742"
39051,"37.50407197642085, 127.07577446665354"
39052,"37.62681135704118, 127.047388459605"
39053,"37.59141747057926, 127.07316315485332"
39054,"37.6449323743769, 126.92644861169997"
39055,"37.541538322603316, 127.00211165820481"
39056,"37.58166215247904, 126.91428704809337"
39057,"37.499871427259535, 127.14154941431816"
39058,"37.46097722740345, 126.90476394607133"
39059,"37.56414069727281, 126.9767457959632"
39060,"37.49584091447559, 127.02065118584865"
39061,"37.66321261781088, 127.0127941805078"
39062,"37.59867942709393, 127.06762010124946"
39063,"37.47676542295751, 127.14423231185899"
39064,"37.589891288685486, 126.9170178730517"
39065,"37.65881345373021, 126.94637949883865"
39066,"37.491229400177566, 127.14557155029857"
39067,"37.664807835040314, 127.03619635322116"
39068,"37.60295852041059, 127.0873707695622"
39069,"37.52980361715014, 126.83253362707761"
39070,"37.570099825229136, 127.01572308601385"
39071,"37.501624460492366, 126.89135475062528"
39072,"37.5680517848067, 127.17264922993313"
39073,"37.63394631047126, 127.01543206128078"
39074,"37.575398558526395, 126.97652123119808"
39075,"37.50770132875548, 127.09057445240796"
39076,"37.55782201810442, 127.04083247428828"
39077,"37.46951795403518, 126.89826666116191"
39078,"37.50885389584431, 127.1259078721282"
39079,"37.551381780453866, 127.10921435694905"
39080,"37.50879904346914, 127.06678245731388"
39081,"37.500568736424846, 126.93189052419726"
39082,"37.578598859405126, 127.06867709075486"
39083,"37.55065325071043, 127.03890691389721"
39084,"37.499729007427746, 126.92802366012334"
39085,"37.493995186896065, 127.00653941410967"
39086,"37.58317966693961, 126.96246319176086"
39087,"37.578613844975024, 126.93254039163398"
39088,"37.5633216935907, 127.07961081230613"
39089,"37.56136841187601, 127.07094493286165"
39090,"37.54446509976903, 126.95458068075469"
39091,"37.56409729512893, 127.0075176833809"
39092,"37.5978414501296, 126.97077009171613"
39093,"37.500526299559645, 127.1114898139621"
39094,"37.49863964531574, 126.82921168416262"
39095,"37.566792817379124, 126.91556948889706"
39096,"37.56042834666478, 126.91615726276709"
39097,"37.66659924087765, 127.0342772473284"
39098,"37.648234936674505, 127.05917834346802"
39099,"37.625369715081355, 127.0729490229654"
39100,"37.5579370813888, 127.077165218388"
39101,"37.5570945833352, 127.15232087174095"
39102,"37.57343796227197, 126.81657248257356"
39103,"37.5727179258397, 126.80329597351196"
39104,"37.5555429223866, 127.13790912478834"
39105,"37.49059354747796, 126.95503354692976"
39106,"37.52401248396696, 127.12879981486827"
39107,"37.48235847546001, 126.91823161822064"
39108,"37.651499774667165, 127.07314551914952"
39109,"37.59396595348728, 127.0931468820984"
39110,"37.573186304801304, 126.82043237194985"
39111,"37.51032881196226, 127.0947639990415"
39112,"37.548130481054315, 127.02140640562428"
39113,"37.57087085330325, 127.04985840820716"
39114,"37.539373895062916, 126.86365498181452"
39115,"37.60869080995603, 127.05247247130703"
39116,"37.433828106223864, 126.90299786285175"
39117,"37.625914853423026, 126.91841034790465"
39118,"37.66726180780713, 127.07648101353602"
39119,"37.552675240426154, 126.81662838754377"
39120,"37.510469253737845, 126.9101664463215"
39121,"37.5528401904729, 126.92444883515877"
39122,"37.582505180609665, 126.88750396616317"
39123,"37.556840550097185, 126.92349975703881"
39124,"37.5108839134691, 126.9982163671717"
39125,"37.56576949531635, 126.91114045549024"
39126,"37.657199504824085, 127.04632473623498"
39127,"37.59541298357688, 127.00621288897267"
39128,"37.46878017560272, 126.90224008803702"
39129,"37.54779046742049, 126.88315616377224"
39130,"37.51104426512054, 127.10197339884425"
39131,"37.502813301563926, 126.88941008605418"
39132,"37.65359079066057, 127.05777683667507"
39133,"37.560401802282136, 126.9758684179467"
39134,"37.61613397532742, 127.00533261842973"
39135,"37.605702294165084, 126.91533615642258"
39136,"37.576073957121515, 127.00009431027314"
39137,"37.56522172013523, 127.01635404442769"
39138,"37.558831434645356, 127.148680424767"
39139,"37.57163063145397, 126.90711256707405"
39140,"37.623621507870894, 127.06802549704135"
39141,"37.576283735433655, 127.02483878827431"
39142,"37.560514322948514, 126.98225303881777"
39143,"37.64310053697269, 127.01094201248858"
39144,"37.52142208119311, 126.9174070233702"
39145,"37.469544750834714, 127.03913641196822"
39146,"37.571754202451004, 126.9011740908152"
39147,"37.48622255969398, 127.0292036487635"
39148,"37.524147629643565, 127.04770561075969"
39149,"37.58649333357661, 127.03820745071737"
39150,"37.55880164077863, 127.08761093664121"
39151,"37.54322266790533, 127.14192126327221"
39152,"37.54352015488121, 127.12529697947345"
39153,"37.53786739481753, 126.89419575033129"
39154,"37.4958348664616, 126.87990440759246"
39155,"37.60856177923105, 127.00997746449937"
39156,"37.51939812705748, 126.88942347436877"
39157,"37.57542177980001, 126.90487832759189"
39158,"37.64741345679667, 127.02573568923464"
39159,"37.48252744162111, 127.09454655050375"
39160,"37.6629445791921, 127.04260975125612"
39161,"37.509942153113, 127.09666418221029"
39162,"37.544059114622435, 126.94631253482848"
39163,"37.52903279912653, 126.91656010282877"
39164,"37.4861994329957, 126.93821546530648"
39165,"37.57740861085981, 126.89226565230855"
39166,"37.58362093463205, 126.97052616186696"
39167,"37.5277859270426, 126.86428821768352"
39168,"37.57248783274959, 126.90023625580693"
39169,"37.50431939160732, 126.90303014786004"
39170,"37.54896162594133, 127.09868912237046"
39171,"37.63807035279743, 127.02552419466274"
39172,"37.60163289176753, 126.96095707474099"
39173,"37.55978991401944, 126.8270666102771"
39174,"37.51344690864886, 127.09993736237708"
