,0
4136,"37.60077591072824, 127.01435504820704"
4137,"37.55717377521816, 126.93103658072513"
4138,"37.53440118027097, 126.99414497345518"
4139,"37.531602110953166, 126.92128439041795"
4140,"37.5544565974365, 126.91171461215357"
4141,"37.48587105469695, 126.89652340274642"
4142,"37.507554338286305, 127.06735652572715"
4143,"37.55522596534095, 126.94599122642747"
4144,"37.575644378561606, 126.92615905156099"
4145,"37.48992853428493, 126.99223592545675"
4146,"37.512874509845616, 127.14225981953238"
4147,"37.62975310426031, 127.07566593191193"
4148,"37.57382211491149, 127.02860712271173"
4149,"37.51135339692905, 127.10171159361767"
4150,"37.49766602571098, 127.1540703517354"
4151,"37.52996252700455, 126.9272546368871"
4152,"37.58080527484358, 127.0886479481904"
4153,"37.498075071647136, 126.88399391106343"
4154,"37.504499872504255, 126.92532979174568"
4155,"37.60427141709716, 127.02688870403598"
4156,"37.53379196382258, 126.82959012823618"
4157,"37.51381280262185, 126.9424714187949"
4158,"37.51149496808759, 127.07860161954135"
4159,"37.561024667446674, 127.12841631124893"
4160,"37.62967528853711, 126.93020558839922"
4161,"37.51648457909564, 126.90679592790794"
4162,"37.5354246009495, 126.94320000847506"
4163,"37.55810121965052, 126.82649276045372"
4164,"37.49548606809831, 126.83051177433707"
4165,"37.54437912673088, 127.06510321629187"
4166,"37.47476099615192, 127.06012489083531"
4167,"37.53776527586978, 126.96617222085946"
4168,"37.53148343839338, 126.89809130716134"
4169,"37.5382142201537, 127.00165259009964"
4170,"37.492809709374605, 126.99022010123204"
4171,"37.49355849194395, 127.10491980178216"
4172,"37.51800055397112, 127.04625233348749"
4173,"37.481782538662365, 126.88313860142934"
4174,"37.54634043598317, 126.92644651873535"
4175,"37.49030478095253, 126.92430297977461"
4176,"37.44869976913879, 127.0773847500201"
4177,"37.537406262178926, 126.94321659430416"
4178,"37.5417839593209, 126.88002363407624"
4179,"37.580515614636, 127.07595118125597"
4180,"37.563935345160786, 127.00648653043211"
4181,"37.53222171013971, 126.86364156572064"
4182,"37.55446817599596, 126.91193531007134"
4183,"37.48845866363036, 126.8846336707242"
4184,"37.61791785627432, 127.0639875581818"
4185,"37.65851441793638, 127.04071268723571"
4186,"37.53457964358533, 127.09270082118293"
4187,"37.532055654776315, 127.0797667747473"
4188,"37.57884365947007, 127.07238298847379"
4189,"37.5887776198506, 127.01188249238696"
4190,"37.56515656369298, 126.97850848300402"
4191,"37.527342076221046, 126.85595720837988"
4192,"37.51342618359708, 127.10032963391076"
4193,"37.591301575620186, 127.03664949452808"
4194,"37.51789028472628, 126.98483566951334"
4195,"37.496269161661424, 127.06963507525093"
4196,"37.63071145315743, 127.02450530208668"
4197,"37.49758860130137, 126.91870867704925"
4198,"37.5014978018367, 126.94117535985279"
4199,"37.570380006418524, 126.99197847519581"
4200,"37.52157287462996, 126.85824376032004"
4201,"37.489422824006205, 127.06776820902962"
4202,"37.53405014063223, 127.14297173840576"
4203,"37.48131419511915, 127.05387631878826"
4204,"37.58294885358663, 127.00192253184002"
4205,"37.46813619176627, 127.03432117675958"
4206,"37.649226212226296, 127.06937134158828"
4207,"37.545766024428104, 126.82125473584148"
4208,"37.54138083496635, 127.01780356035046"
4209,"37.48409192693096, 127.04710875727865"
4210,"37.53093897335004, 127.02431357790064"
4211,"37.506496815250514, 127.0237538695055"
4212,"37.62134933986615, 127.05925541610102"
4213,"37.61872728000877, 127.01531282986488"
4214,"37.57136676715369, 126.95910385550435"
4215,"37.61256736294753, 127.10364337545016"
4216,"37.49958917131315, 126.90523273735018"
4217,"37.56184941320961, 126.82688851385554"
4218,"37.544974867058386, 126.94881716916677"
4219,"37.49255562525136, 126.9090402192204"
4220,"37.50879593429816, 126.86459340785595"
4221,"37.66059600200305, 127.07353209414227"
4222,"37.5093387310399, 127.09217332697779"
4223,"37.52074522618941, 126.92256469734964"
4224,"37.56041722021259, 126.8951885973631"
4225,"37.54774268326832, 126.8362168191349"
4226,"37.5126584535685, 126.86564519997005"
4227,"37.51633237179751, 127.14842848986798"
4228,"37.66517495752407, 127.06121374722288"
4229,"37.52143036850922, 126.8522700116643"
4230,"37.59024448514197, 126.91324061393978"
4231,"37.480584610298685, 126.92965722770444"
4232,"37.59144955032771, 127.00334430693933"
4233,"37.56545389958124, 127.06904073146313"
4234,"37.574419405917226, 126.97793601931093"
4235,"37.593707222568156, 127.07496875835467"
4236,"37.63065737987402, 126.91942385250509"
4237,"37.4736543603381, 126.89856697929068"
4238,"37.54132431765466, 126.94188038319014"
4239,"37.486177296289554, 126.95367906401455"
4240,"37.55245650996382, 127.01277870673111"
4241,"37.5698562570048, 127.00454114746991"
4242,"37.664585222642124, 127.06632988170537"
4243,"37.53515994029241, 127.13914868290875"
4244,"37.46789582470195, 126.95024913949183"
4245,"37.55526833994609, 126.81255919042238"
4246,"37.49721224031914, 127.1328591693575"
4247,"37.544121167249436, 126.9706006534531"
4248,"37.61079792693473, 127.07609417447244"
4249,"37.48187327326552, 126.83686020556408"
4250,"37.633614602787375, 127.10356969393855"
4251,"37.51805407054927, 127.04518825140353"
4252,"37.570397406226924, 126.98287338060672"
4253,"37.575297458931786, 127.02329586094504"
4254,"37.554227496201676, 127.07498316912672"
4255,"37.662515357931746, 127.07596721834098"
4256,"37.543043059486244, 127.06178028998995"
4257,"37.51387424208274, 126.9519043600886"
4258,"37.56995474767615, 126.97556039111356"
4259,"37.578093340019926, 127.03843289738852"
4260,"37.50430345151986, 127.13645681673005"
4261,"37.59275626791742, 127.08628740390361"
4262,"37.63098606078279, 127.07069315832308"
4263,"37.58640285987411, 127.03452420352276"
4264,"37.5686025563987, 126.9693891787734"
4265,"37.61259446711551, 126.93208017843016"
4266,"37.59266234457922, 127.01680859371741"
4267,"37.55892991735484, 126.89341423329415"
4268,"37.5237090952957, 126.8271460318659"
4269,"37.59589024894274, 127.08323262402978"
4270,"37.57043452427141, 126.98752544351791"
4271,"37.63163030942649, 127.06085419934841"
4272,"37.51367283012834, 126.94443477299707"
4273,"37.53467808055487, 126.9790828891389"
4274,"37.58145140127339, 126.87839577516887"
4275,"37.57252350887708, 126.80346242103491"
4276,"37.56561014820743, 127.04727638927965"
4277,"37.65790208483477, 127.02788065394176"
4278,"37.529077118273705, 126.89238613366058"
4279,"37.51572405686914, 127.13035586100237"
4280,"37.47710218888181, 127.11510383116044"
4281,"37.4752946395212, 127.00194026155772"
4282,"37.49299119108087, 126.88343266114163"
4283,"37.50673571936953, 126.85987748557481"
4284,"37.642601517791505, 127.00251342651804"
4285,"37.50587130406824, 126.99493973016742"
4286,"37.49425482411137, 126.88717181898642"
4287,"37.49449162653648, 126.83095426646655"
4288,"37.66153767029153, 127.07050551415786"
4289,"37.52541075612037, 127.11772659891353"
4290,"37.59925050798367, 127.0187276537896"
4291,"37.54412271530622, 127.03635868981291"
4292,"37.605850849534455, 126.96734586223239"
4293,"37.58055729222055, 127.08843427392361"
4294,"37.52004248401794, 126.90512355393346"
4295,"37.668789876938305, 127.06057288885454"
4296,"37.50720568388587, 127.13960840396524"
4297,"37.57008303265659, 127.03048012339423"
4298,"37.561493002026765, 127.04932105372494"
4299,"37.65937716750477, 127.073263538485"
4300,"37.52165927917724, 126.84008106104893"
4301,"37.51287365172019, 127.02040469183373"
4302,"37.55856283842239, 126.9265661823556"
4303,"37.51524831105048, 127.06665475917708"
4304,"37.52346726329391, 127.01670478308287"
4305,"37.55994468353237, 126.93880967956282"
4306,"37.48120722545636, 126.96583425798666"
4307,"37.57951877045359, 126.9001951807308"
4308,"37.61357250548988, 127.03020928944885"
4309,"37.65714068193482, 127.04987501019062"
4310,"37.48282161112937, 127.1141595137151"
4311,"37.48681499350778, 127.05373024989458"
4312,"37.45596883678809, 126.89488624844758"
4313,"37.586772748452525, 127.08013729384001"
4314,"37.56594682885008, 127.00797984151112"
4315,"37.51857785486881, 127.10479447565385"
4316,"37.49222543765163, 126.9490205060139"
4317,"37.501276465465686, 126.94920491890588"
4318,"37.59363117634063, 127.09922286170377"
4319,"37.47744247202224, 127.00703127577326"
4320,"37.5067422498845, 126.8598800977341"
4321,"37.60238948052274, 127.02506819459815"
4322,"37.51699516532183, 126.94536130262019"
4323,"37.57313584547166, 126.93545827427096"
4324,"37.5924564359314, 126.91414632340842"
4325,"37.5530301173659, 126.92447611865401"
4326,"37.489617297215354, 126.8372618840882"
4327,"37.64834540334285, 127.01435950615777"
4328,"37.53746312011051, 126.83852234495063"
4329,"37.58957510162707, 127.00637251335661"
4330,"37.53402353403348, 127.07328255128557"
4331,"37.501294906572994, 127.13756587966901"
4332,"37.61813181843211, 127.05736197329468"
4333,"37.514949662449986, 126.95171207502592"
4334,"37.48548406104401, 127.04166600969585"
4335,"37.52342289994115, 126.89027736680703"
4336,"37.53025731229769, 126.84250534430474"
4337,"37.57737909345998, 126.88062510177261"
4338,"37.503363620795255, 126.99535791742719"
4339,"37.57392891335393, 126.88656706441184"
4340,"37.55644485088913, 126.9002173473376"
4341,"37.581545183276035, 127.07962542258215"
4342,"37.50700332741628, 127.02324067414847"
4343,"37.60883118181411, 127.0229973169903"
4344,"37.56592723395513, 126.98294115820617"
4345,"37.61866593342927, 126.9217101434696"
4346,"37.50279782368515, 126.93983036401167"
4347,"37.58894930123254, 126.9168009048527"
4348,"37.52812477932154, 127.03933177649066"
4349,"37.52971259704094, 127.14288273674534"
4350,"37.57215671015626, 126.83489695428439"
4351,"37.55210745635266, 127.1111390500688"
4352,"37.49855046469506, 126.89297053346439"
4353,"37.645081427069805, 127.0707327992995"
4354,"37.558778913589755, 126.97823963587848"
4355,"37.50210869573659, 126.904327660196"
4356,"37.52545047457352, 127.13546534516281"
4357,"37.556680736833826, 127.16524784531728"
4358,"37.540478837066814, 127.01759319713791"
4359,"37.451231610585914, 127.07834803891696"
4360,"37.54726361761047, 126.95821681107122"
4361,"37.45400990064576, 126.90059706165412"
4362,"37.5493731143251, 126.81648025309788"
4363,"37.51326174466733, 126.89690854115786"
4364,"37.574560090591454, 127.0535045012103"
4365,"37.581829658020155, 127.04458521655852"
4366,"37.49027198593688, 126.922580577668"
4367,"37.48752528705056, 126.91264721493029"
4368,"37.50284349597913, 126.87981759870944"
4369,"37.533750923199726, 126.96677678332466"
4370,"37.64095445511062, 126.91665441942236"
4371,"37.49883251000044, 126.84051272792705"
4372,"37.57241038535927, 126.96028783952838"
4373,"37.51459051068819, 126.8309375238733"
4374,"37.524822209784425, 127.05297371208715"
4375,"37.55820904702653, 127.07720015945971"
4376,"37.48791756983514, 126.98223172693146"
4377,"37.525862887016544, 127.14750338207072"
4378,"37.47571847996971, 127.04647714177867"
4379,"37.455316429971035, 127.06377357492728"
4380,"37.576071968070984, 126.96924355389181"
4381,"37.58964830039804, 127.00889682449507"
4382,"37.527663249262666, 126.87634166063009"
4383,"37.61002447084491, 127.00960484966116"
4384,"37.51690161635332, 127.10069153333914"
4385,"37.60816501148646, 126.95698931033793"
4386,"37.63429292463443, 127.0192170861757"
4387,"37.605700697425966, 126.91059757008632"
4388,"37.518819228612145, 126.85346219071246"
4389,"37.52701621185601, 126.87619931486306"
4390,"37.53617828027361, 126.82972404525071"
4391,"37.556581045876776, 126.81663314124891"
4392,"37.52383645114167, 126.85089424170141"
4393,"37.68459125449073, 127.0553971925329"
4394,"37.541686706637506, 127.03019653329667"
4395,"37.575894833724334, 127.06141606945617"
4396,"37.50557915193849, 126.8836657321457"
4397,"37.51797533188487, 126.90132271679266"
4398,"37.600834173972835, 127.01379401762811"
4399,"37.50793295885685, 127.11075948322816"
4400,"37.55223229927001, 127.0253908837601"
4401,"37.51989417082161, 127.11194421719719"
4402,"37.50485969323771, 126.97713421663687"
4403,"37.521224228932255, 126.94023692123837"
4404,"37.571160616891056, 126.84198578140382"
4405,"37.49171180377076, 126.83239114188547"
4406,"37.578897111492566, 127.05004397919198"
4407,"37.63112210677979, 127.06761224478893"
4408,"37.52260809720776, 126.90501098518578"
4409,"37.484233220535145, 126.96722309648098"
4410,"37.64073651295493, 127.06886554600081"
4411,"37.47402941874802, 126.9034535944639"
4412,"37.48394437966958, 126.90984913612292"
4413,"37.549180013929934, 127.12987515280186"
4414,"37.561616664628225, 126.89764197222358"
4415,"37.600593977517875, 127.03364212201822"
4416,"37.52776179834975, 127.04034163886485"
4417,"37.4884154397507, 126.88057132408132"
4418,"37.60347445831858, 126.927319997101"
4419,"37.62099042439721, 127.04575794588486"
4420,"37.48590265692785, 127.12244166259194"
4421,"37.54641646829848, 127.01846803306903"
4422,"37.546649184092225, 127.10606564781524"
4423,"37.525522067944244, 126.93025215540332"
4424,"37.60050157766514, 126.91895243275312"
4425,"37.529563448479855, 126.89297093584955"
4426,"37.56221551489387, 127.00663235782815"
4427,"37.64659875167716, 127.07003819101418"
4428,"37.515641129206564, 127.06971783334244"
4429,"37.56201622712501, 126.96921657858768"
4430,"37.48552998687832, 126.87657981710112"
4431,"37.54902933815415, 127.12965065841463"
4432,"37.52957247616334, 127.12335719165239"
4433,"37.58785989758922, 126.96921768045993"
4434,"37.52969448390026, 126.91183218460002"
4435,"37.55202937746379, 126.91237417622284"
4436,"37.535803105030844, 126.97436076173634"
4437,"37.664793877930734, 127.03617026177444"
4438,"37.588225076325145, 127.0347623719224"
4439,"37.537009933094176, 126.95889384958947"
4440,"37.519862013561756, 126.83599528219283"
4441,"37.57397133012674, 127.03625147840539"
4442,"37.486480654677074, 126.91207642501224"
4443,"37.56169498472374, 126.86024950288632"
4444,"37.587470070098306, 126.91672176974075"
4445,"37.5694704303548, 127.08623459716395"
4446,"37.642433435532425, 126.93857224074925"
4447,"37.57549807858366, 126.97649352153574"
4448,"37.656455832962905, 127.04041350827458"
4449,"37.57223943198485, 126.91481595127917"
4450,"37.55812784101831, 126.97766051011375"
4451,"37.61344357162621, 127.06586541026644"
4452,"37.48613805389831, 126.91192063716866"
4453,"37.639106136111096, 126.91705775513148"
4454,"37.54117221676817, 126.95460943882637"
4455,"37.543176920403354, 127.02388824453826"
4456,"37.50551170916984, 127.13717882048333"
4457,"37.56317304050902, 127.1571855306344"
4458,"37.58966910393849, 127.03660993832099"
4459,"37.5059209734777, 127.12092014748609"
4460,"37.57658665078981, 126.90321553887567"
4461,"37.551034035794835, 126.81408283394391"
4462,"37.630340983828326, 127.01789903812917"
4463,"37.50457459329581, 126.82918528955801"
4464,"37.58594045834702, 127.02128377782365"
4465,"37.57250705503616, 126.80338835424921"
4466,"37.6445312021401, 127.07620780847705"
4467,"37.610542228770406, 126.93887425024975"
4468,"37.576121841071554, 127.03832879125741"
4469,"37.67043174596808, 127.05610802870007"
4470,"37.484024397124365, 126.92684131100697"
4471,"37.529724126684336, 127.07474004959003"
4472,"37.51761976072499, 126.8644703637183"
4473,"37.534571358387026, 126.99356084386201"
4474,"37.517799175118206, 126.86934166146493"
4475,"37.48842459343277, 127.13118792908841"
4476,"37.662689710970845, 127.06913747882203"
4477,"37.505203470733264, 126.94155929525547"
4478,"37.541526976303395, 126.83020861512827"
4479,"37.50790612695669, 127.03624232987254"
4480,"37.51318414336465, 126.92243515383885"
4481,"37.51683240868045, 126.8994192953619"
4482,"37.54119504619252, 126.9544797194136"
4483,"37.597620680696245, 127.09092278072708"
4484,"37.614552093946685, 127.08144709323746"
4485,"37.53919904311283, 126.94489524417544"
4486,"37.517229333324565, 126.89585329324476"
4487,"37.53231142195494, 126.83924591553861"
4488,"37.52299601480761, 126.90366261756888"
4489,"37.48165959406295, 127.00511005570705"
4490,"37.49257500021725, 126.92667022883427"
4491,"37.50861843552734, 127.01366178432203"
4492,"37.57016145565842, 126.99774189364723"
4493,"37.60427586430581, 126.91575050792095"
4494,"37.58516891195354, 126.88432345760954"
4495,"37.60182255243683, 127.03324022674065"
4496,"37.48550100969382, 126.99494445766126"
4497,"37.48440401799705, 126.90557717154925"
4498,"37.44357143278003, 126.90383059294093"
4499,"37.50100474247246, 127.02244217867529"
4500,"37.560400494005044, 127.01364195430261"
4501,"37.566547744971714, 127.00423031390487"
4502,"37.59608199369017, 126.94654422529158"
4503,"37.50618704108572, 127.08943122102954"
4504,"37.486402922602934, 127.05684687626781"
4505,"37.56402018981648, 126.9071586267324"
4506,"37.54389038619036, 127.10300148951136"
4507,"37.512681008578745, 126.94951479389212"
4508,"37.53671863622063, 127.06339155224484"
4509,"37.5539534900964, 126.93550927006753"
4510,"37.49633721677337, 127.14884303236073"
4511,"37.64544015718141, 127.07094883565648"
4512,"37.48334645319657, 126.89973184188122"
4513,"37.561549197757344, 126.80490037509843"
4514,"37.572308482207085, 126.91500465580326"
4515,"37.502405104609316, 127.09538524978278"
4516,"37.55503846133549, 126.85502889411973"
4517,"37.61145559910514, 127.03479066606185"
4518,"37.651185646187585, 127.03284685675682"
4519,"37.569783671317424, 127.01615965416418"
4520,"37.4500406111828, 126.92103245389737"
4521,"37.61128657998765, 126.97853835952832"
4522,"37.45425388834722, 126.9911864888957"
4523,"37.592666968914536, 127.05783084632698"
4524,"37.46423879348015, 126.8972550635536"
4525,"37.49154924289597, 126.90225388454091"
4526,"37.55387588267112, 126.85111406720569"
4527,"37.46119794829883, 126.91949172598927"
4528,"37.65308170308274, 127.05553999657468"
4529,"37.5480203766192, 126.91856881990286"
4530,"37.51307381410499, 126.90875352673812"
4531,"37.650846096746406, 127.02990736128567"
4532,"37.48768874901098, 127.1014441194818"
4533,"37.51018150715866, 126.89061737080017"
4534,"37.61502686941304, 127.066365897274"
4535,"37.489916637789975, 126.92533136185489"
4536,"37.60823381524577, 127.10004214690605"
4537,"37.50318793612476, 126.9950533680592"
4538,"37.53435703479885, 127.13669254792184"
4539,"37.582290896409134, 126.9360986411506"
4540,"37.495666616662426, 127.13074364064872"
4541,"37.48991561501911, 126.92237494937498"
4542,"37.6141905519431, 127.06499770014011"
4543,"37.547983073069666, 127.02552410828186"
4544,"37.615377958313466, 127.0761662750093"
4545,"37.553936105405285, 127.07761445022109"
4546,"37.46530647837912, 126.93141689219073"
4547,"37.54710028984276, 127.00305951941364"
4548,"37.5650293245945, 126.98989334805786"
4549,"37.57556911577043, 126.97645365214713"
4550,"37.4825506537504, 126.84314236559558"
4551,"37.65018835488094, 127.01324785288159"
4552,"37.628657361203544, 127.03938870541701"
4553,"37.50123137666198, 126.89877473325096"
4554,"37.5300966261717, 126.83808166096078"
4555,"37.57312215358223, 127.04511248618796"
4556,"37.52509010300196, 126.90938251001425"
4557,"37.568632449237235, 126.9924819730158"
4558,"37.49778355539666, 126.95248379756147"
4559,"37.583135179055084, 127.05370359115823"
4560,"37.498770560016276, 126.84027524443059"
4561,"37.63023576074378, 127.01345669443329"
4562,"37.52055342030219, 126.94062285075044"
4563,"37.554593720189146, 127.04840940549447"
4564,"37.56762662817007, 127.17337700873367"
4565,"37.4650621590193, 127.10986962676698"
4566,"37.55723238917897, 126.95510568625261"
4567,"37.539387251540276, 127.0831189495512"
4568,"37.54137821237898, 127.04592317770715"
4569,"37.56986623411821, 127.04828249496755"
4570,"37.49316540378152, 126.83438309974822"
4571,"37.55728360313551, 126.93681724832959"
4572,"37.48125103138728, 127.13483707820536"
4573,"37.571231545775355, 127.08344841406128"
4574,"37.62876878198296, 127.03929701628465"
4575,"37.488177377804476, 127.0497991355893"
4576,"37.63307694173803, 127.08300736066886"
4577,"37.47601211282734, 126.84522655019383"
4578,"37.53690621755251, 127.13960274111146"
4579,"37.51164226922546, 127.08256965117988"
4580,"37.55056985237185, 126.95523330627985"
4581,"37.61737016018172, 127.02989831771707"
4582,"37.54950731809725, 127.10807070472757"
4583,"37.53084096590348, 126.92561930280705"
4584,"37.486537080112974, 126.93489892690874"
4585,"37.521459193025024, 126.9939720653866"
4586,"37.46638500770089, 126.88968040550395"
4587,"37.6109010046469, 126.93809618167587"
4588,"37.55942736431616, 127.08774380243439"
4589,"37.55551251708334, 127.07872539764112"
4590,"37.54535060510888, 126.97326255554738"
4591,"37.56904582002857, 127.05178789790496"
4592,"37.50415626871498, 127.08848515509254"
4593,"37.511755707917544, 127.12825628613751"
4594,"37.553662824739625, 127.17187905845626"
4595,"37.54461454399645, 127.16710645395229"
4596,"37.57105188923495, 127.02665859289962"
4597,"37.48941381550638, 127.03171614719355"
4598,"37.50505402588687, 126.99627255549161"
4599,"37.53930115461098, 126.89516735378625"
4600,"37.48462219402118, 126.89549981947718"
4601,"37.46354918591099, 126.9190705022059"
4602,"37.490450326827414, 127.13336140653625"
4603,"37.531299689976485, 126.92414280277484"
4604,"37.5585430772335, 127.03414741646748"
4605,"37.56269001588484, 127.08697822417061"
4606,"37.544809512029694, 127.08851506699914"
4607,"37.65008881347344, 127.02825485874308"
4608,"37.55499577168119, 127.14434517110685"
4609,"37.56416896589736, 126.89929974394191"
4610,"37.4904610844109, 126.95528801880378"
4611,"37.576275257981365, 126.89966830223227"
4612,"37.628598452415915, 126.91949558329478"
4613,"37.55491082670469, 126.83704959552065"
4614,"37.47896677159718, 126.94891760850045"
4615,"37.55941233417175, 126.96878990821338"
4616,"37.57281906356287, 126.80244675066284"
4617,"37.54792933425869, 126.83764340538298"
4618,"37.52122691422667, 126.8377671704141"
4619,"37.54803161132643, 126.91856904667966"
4620,"37.5351967376918, 126.87954185757053"
4621,"37.50106128461621, 127.02617996376266"
4622,"37.60050055628875, 127.10620588992586"
4623,"37.45923481614362, 126.98795164448072"
4624,"37.60315489445141, 126.91046662974088"
4625,"37.55621788901776, 126.98470781034442"
4626,"37.48237141017292, 127.01793537925447"
4627,"37.616729206675956, 127.0349849756554"
4628,"37.53741360107483, 126.8276167034821"
4629,"37.593499130316204, 126.9131075382762"
4630,"37.53622655563009, 126.82973096807362"
4631,"37.64534840377531, 127.04828743661513"
4632,"37.49852832555898, 126.89487190416986"
4633,"37.53773784566922, 126.88628663701763"
4634,"37.65132357135937, 127.03469129809403"
4635,"37.60768796536663, 127.00401851907978"
4636,"37.506765628899494, 127.05669853119821"
4637,"37.52957049568067, 126.91754365856514"
4638,"37.60301301809288, 126.92145218299342"
4639,"37.48299810738708, 127.0225329465905"
4640,"37.6454705700407, 127.07096011341267"
4641,"37.541105671088566, 126.94167374889783"
4642,"37.60346439057936, 127.02612423686011"
4643,"37.451263355692014, 126.90155114023058"
4644,"37.51635409910886, 127.00957084340429"
4645,"37.664175519306426, 127.04664343575377"
4646,"37.609627911837336, 127.07632324828107"
4647,"37.54963823904923, 126.83193744719746"
4648,"37.513898526923086, 126.92042953467624"
4649,"37.51382286597245, 126.94258983014431"
4650,"37.519205020719184, 127.04062710832419"
4651,"37.539529118790234, 127.14071441656407"
4652,"37.51380017357685, 126.94224665058594"
4653,"37.56172826313948, 126.96775576017177"
4654,"37.56572529593406, 127.0399496182716"
4655,"37.53320717840865, 126.86984484436196"
4656,"37.554412461525764, 127.03391965784928"
4657,"37.49786999499354, 127.03818337405414"
4658,"37.5054953633448, 126.82919554128394"
4659,"37.581545051608, 126.89136351958382"
4660,"37.46688281356237, 127.09436740164311"
4661,"37.49487899908342, 127.01779606614129"
4662,"37.50242414932717, 127.09517492047722"
4663,"37.635547672890596, 127.01956120252402"
4664,"37.516285423882486, 127.10938794584114"
4665,"37.54439649643559, 126.9506823883851"
4666,"37.64636331063872, 127.06628091381059"
4667,"37.54907840769737, 127.15265955252055"
4668,"37.67575976877851, 127.05523954377472"
4669,"37.52212284063851, 126.91153476146039"
4670,"37.54119964811423, 126.94811865490911"
4671,"37.55796425949079, 126.86078487514717"
4672,"37.54016736140477, 127.01147619662983"
4673,"37.47372204369872, 127.03419952592887"
4674,"37.61299828291545, 127.00730033688387"
4675,"37.61073443709418, 126.94145693702687"
4676,"37.57437449682989, 126.90102103198028"
4677,"37.557362507066365, 126.95883564445666"
4678,"37.64112211561865, 127.02038227084358"
4679,"37.56533684009173, 126.92853522780777"
4680,"37.551804232004024, 127.0193462988251"
4681,"37.64088742686026, 127.06589976273172"
4682,"37.516389476716604, 127.05170497797444"
4683,"37.51991516734558, 126.87066058747948"
4684,"37.500364590276256, 127.11145863354227"
4685,"37.57518049845386, 127.05876023676153"
4686,"37.61045698332326, 126.93927445552397"
4687,"37.56657277149676, 127.17920743210888"
4688,"37.61017351969828, 127.09591973984442"
4689,"37.47092143244293, 127.04313666118739"
4690,"37.56520750809769, 126.84773089463515"
4691,"37.613314862200546, 127.09124802318433"
4692,"37.56495612999965, 127.01244704049856"
4693,"37.53139470895736, 127.08242254878574"
4694,"37.553982480720386, 126.82600494673889"
4695,"37.49181922548572, 126.94403220778206"
4696,"37.476144297026714, 127.12683943585319"
4697,"37.53503024250723, 126.87856683760411"
4698,"37.648284182065375, 127.01397989220823"
4699,"37.57189887753869, 127.0378083912694"
4700,"37.534202453859606, 126.86371811678968"
4701,"37.561406884355755, 127.0379032269365"
4702,"37.607361960520635, 127.06723317192092"
4703,"37.545007896495726, 127.1040364987934"
4704,"37.60766980548544, 127.09690528264211"
4705,"37.56352447732138, 126.85693072932493"
4706,"37.567332802005495, 126.81679702577232"
4707,"37.567287023932145, 126.84370941766518"
4708,"37.607088601558445, 126.91939862496"
4709,"37.524321830376536, 126.92143023899517"
4710,"37.6231147609415, 127.03183021149823"
4711,"37.58454019619217, 127.08834377882471"
4712,"37.48219034471935, 127.0610445837458"
4713,"37.56826643676238, 127.17266150114376"
4714,"37.50914421374149, 127.11405664534341"
4715,"37.54183510212799, 127.0445600680951"
4716,"37.51345738149947, 126.83425110930105"
4717,"37.63750008288345, 126.9188312390397"
4718,"37.56268295150517, 126.81673544355333"
4719,"37.57222768590654, 127.04430909241552"
4720,"37.53647589600228, 126.87122274685818"
4721,"37.575538994444365, 127.08855700494205"
4722,"37.55463958850012, 126.9135124624343"
4723,"37.52070709013814, 126.87787153695274"
4724,"37.53977084350126, 126.88180930818305"
4725,"37.54912094803241, 126.93296318977421"
4726,"37.51428693379751, 127.05971461471331"
4727,"37.602686063545576, 126.92091738208379"
4728,"37.56894616992786, 126.94867776954383"
4729,"37.56421872846447, 127.00694043620479"
4730,"37.54361772196303, 127.12511863422593"
4731,"37.555403981011125, 126.86804381064954"
4732,"37.52697408724545, 126.91323824724228"
4733,"37.561321368392825, 127.01427255340828"
4734,"37.465408142674, 127.10112318039744"
4735,"37.615923992593764, 127.02221716243925"
4736,"37.57938223661016, 126.98679832762345"
4737,"37.47846059668961, 127.00667119198768"
4738,"37.54620743511764, 127.1430037085097"
4739,"37.52944930002135, 127.03371289099688"
4740,"37.57192554295497, 127.03806628458685"
4741,"37.61940555756112, 127.02909806144433"
4742,"37.45916077429799, 127.02311996767428"
4743,"37.61708748888919, 127.09391075017437"
4744,"37.54816370458125, 127.06716856731822"
4745,"37.49758872942498, 127.11371793571661"
4746,"37.64482329751013, 127.04684040921423"
4747,"37.54991736762753, 126.94383484439903"
4748,"37.66184492446985, 127.05223633892703"
4749,"37.57589972165954, 127.00033023959755"
4750,"37.62002147479083, 127.01854490208756"
4751,"37.63893487076703, 126.91705587236424"
4752,"37.62279274820702, 127.08392080623182"
4753,"37.55553986470591, 127.11240181127704"
4754,"37.53046138498301, 127.02779773576434"
4755,"37.5444669945682, 126.99103389348544"
4756,"37.6093494516672, 127.10097400132005"
4757,"37.47425610995776, 126.84480471018149"
4758,"37.5788196448412, 127.0720576472288"
4759,"37.48777202109421, 127.11858047233218"
4760,"37.573449697852794, 126.92282677495362"
4761,"37.62511224676434, 126.92873966643276"
4762,"37.57968303477481, 126.93606367711696"
4763,"37.63880955269938, 126.91694044603035"
4764,"37.570261493444576, 126.9828400463695"
4765,"37.550289084896, 127.12749748553696"
4766,"37.65698337596385, 126.94223768060571"
4767,"37.63172618331237, 127.06119636870494"
4768,"37.55702114315717, 126.82649433348618"
4769,"37.56409464689543, 127.04181548976526"
4770,"37.688273834266134, 127.04928057434"
4771,"37.49205427854089, 127.05821360376636"
